Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Albert, M.K.","The Role of Contrast in the Perception of Achromatic Transparency: Comment on Singh and Anderson (2002) and Anderson (2003)",2008,"Psychological Review","115","4",,"1127","1141",,5,10.1037/a0013661,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149095285&doi=10.1037%2fa0013661&partnerID=40&md5=d4a65fc87051f6e16351a4d9eacab7d4",Article,,Scopus,2-s2.0-56149095285
"Berntsen, D., Rubin, D.C., Bohni, M.K.","Contrasting Models of Posttraumatic Stress Disorder: Reply to Monroe and Mineka (2008)",2008,"Psychological Review","115","4",,"1099","1106",,19,10.1037/a0013730,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349088294&doi=10.1037%2fa0013730&partnerID=40&md5=d99c77393bf65a97dace82188b5ffe4a",Article,,Scopus,2-s2.0-56349088294
"Horowitz, L.M., Turan, B.","Prototypes and Personal Templates: Collective Wisdom and Individual Differences",2008,"Psychological Review","115","4",,"1054","1068",,16,10.1037/a0013122,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149099516&doi=10.1037%2fa0013122&partnerID=40&md5=edf29d263578131ec5a63f63f7cf1103",Article,,Scopus,2-s2.0-56149099516
"Olivers, C.N.L., Meeter, M.","A Boost and Bounce Theory of Temporal Attention",2008,"Psychological Review","115","4",,"836","863",,233,10.1037/a0013395,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149104653&doi=10.1037%2fa0013395&partnerID=40&md5=cb95849e1a42e473f0b53bd7cb85a531",Article,,Scopus,2-s2.0-56149104653
"Sederberg, P.B., Howard, M.W., Kahana, M.J.","A Context-Based Theory of Recency and Contiguity in Free Recall",2008,"Psychological Review","115","4",,"893","912",,149,10.1037/a0013396,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149116457&doi=10.1037%2fa0013396&partnerID=40&md5=ed90432be97cdab3affe1f22d8597507",Article,,Scopus,2-s2.0-56149116457
"MacDonald, K.B.","Effortful Control, Explicit Processing, and the Regulation of Human Evolved Predispositions",2008,"Psychological Review","115","4",,"1012","1031",,105,10.1037/a0013327,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149114537&doi=10.1037%2fa0013327&partnerID=40&md5=8fdb9dc9bce98f690a08dcfb36f146ed",Article,,Scopus,2-s2.0-56149114537
"Goldenberg, J.L., Arndt, J.","The Implications of Death for Health: A Terror Management Health Model for Behavioral Health Promotion",2008,"Psychological Review","115","4",,"1032","1053",,101,10.1037/a0013326,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149087820&doi=10.1037%2fa0013326&partnerID=40&md5=575c03829d809ac4b821287665e6c7f0",Article,,Scopus,2-s2.0-56149087820
"Zelinsky, G.J.","A Theory of Eye Movements During Target Acquisition",2008,"Psychological Review","115","4",,"787","835",,178,10.1037/a0013118,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149083701&doi=10.1037%2fa0013118&partnerID=40&md5=eca0df04f12ff88d62ac1d6a6bbd01b7",Article,,Scopus,2-s2.0-56149083701
"Monroe, S.M., Mineka, S.","Postscript: Making Important Distinctions-Diagnostic Models, Theoretical Models, and the Mnemonic Model of PTSD",2008,"Psychological Review","115","4",,"1096","1098",,,10.1037/0033-295X.115.4.1096,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349103548&doi=10.1037%2f0033-295X.115.4.1096&partnerID=40&md5=2238f785ebf13fcda15421e27528178c",Article,,Scopus,2-s2.0-56349103548
"Berntsen, D., Rubin, D.C., Bohni, M.K.","Postscript: Evidence and Counterevidence",2008,"Psychological Review","115","4",,"1106","1107",,,10.1037/0033-295X.115.4.1106,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349144642&doi=10.1037%2f0033-295X.115.4.1106&partnerID=40&md5=98d3794b62be62bca0284c3b14348aa4",Article,,Scopus,2-s2.0-56349144642
"Wu, C., Liu, Y.","Queuing Network Modeling of the Psychological Refractory Period (PRP)",2008,"Psychological Review","115","4",,"913","954",,37,10.1037/a0013123,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149088307&doi=10.1037%2fa0013123&partnerID=40&md5=a7913029daaa143d4a0555a508fd8a2a",Article,,Scopus,2-s2.0-56149088307
"Lansdale, M., Baguley, T.","Dilution as a Model of Long-Term Forgetting",2008,"Psychological Review","115","4",,"864","892",,11,10.1037/a0013325,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149108958&doi=10.1037%2fa0013325&partnerID=40&md5=75ccbbed549369b86b0f9e28e5a41ed4",Article,,Scopus,2-s2.0-56149108958
"Anderson, B.L., Singh, M., O'Vari, J.","Postscript: Qualifying and Quantifying Constraints on Perceived Transparency",2008,"Psychological Review","115","4",,"1151","1153",,2,10.1037/0033-295X.115.4.1151,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349153510&doi=10.1037%2f0033-295X.115.4.1151&partnerID=40&md5=1464519e498531d1a0498946306f5aa1",Article,,Scopus,2-s2.0-56349153510
"Murdock, B.","Issues With the SIMPLE Model: Comment on Brown, Neath, and Chater (2007)",2008,"Psychological Review","115","3",,"779","780",,8,10.1037/0033-295X.115.3.779,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449088480&doi=10.1037%2f0033-295X.115.3.779&partnerID=40&md5=664c9a679d82ce8db0df4448338a0303",Article,,Scopus,2-s2.0-51449088480
"Grossberg, S., Pearson, L.R.","Laminar Cortical Dynamics of Cognitive and Motor Working Memory, Sequence Learning and Performance: Toward a Unified Theory of How the Cerebral Cortex Works",2008,"Psychological Review","115","3",,"677","732",,75,10.1037/a0012618,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449116172&doi=10.1037%2fa0012618&partnerID=40&md5=d50eb31da224b1d697e7892a39e8bf29",Article,,Scopus,2-s2.0-51449116172
"Oberauer, K., Oaksford, M.","What Must a Psychological Theory of Reasoning Explain? Comment on Barrouillet, Gauffroy, and Lecas (2008)",2008,"Psychological Review","115","3",,"773","778",,5,10.1037/0033-295X.115.3.773,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449109658&doi=10.1037%2f0033-295X.115.3.773&partnerID=40&md5=03625b1a5d539a30b45b52962166c8ef",Article,,Scopus,2-s2.0-51449109658
"Oberauer, K., Oaksford, M.","Postscript: Still in Search of a Good Theory of Reasoning-Rejoinder to Barrouillet, Gauffroy, and Lecas (2008)",2008,"Psychological Review","115","3",,"778","",,2,10.1037/0033-295X.115.3.778,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449088283&doi=10.1037%2f0033-295X.115.3.778&partnerID=40&md5=9f0ee121eb9300efdf4db054d39fa6fe",Note,,Scopus,2-s2.0-51449088283
"Oberauer, K., Lewandowsky, S.","Forgetting in Immediate Serial Recall: Decay, Temporal Distinctiveness, or Interference?",2008,"Psychological Review","115","3",,"544","576",,138,10.1037/0033-295X.115.3.544,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449123698&doi=10.1037%2f0033-295X.115.3.544&partnerID=40&md5=670f3306f26370ef2ea4f2613f6db110",Article,,Scopus,2-s2.0-51449123698
"Barrouillet, P., Gauffroy, C., Lecas, J.-F.","Postscript: A Good Psychological Theory of Reasoning Must Predict Behavior and Explain the Data",2008,"Psychological Review","115","3",,"771","772",,2,10.1037/0033-295X.115.3.771,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449122348&doi=10.1037%2f0033-295X.115.3.771&partnerID=40&md5=e81a21a8a05d1e99b82b0f31642deb26",Article,,Scopus,2-s2.0-51449122348
"Adolph, K.E., Robinson, S.R., Young, J.W., Gill-Alvarez, F.","What Is the Shape of Developmental Change?",2008,"Psychological Review","115","3",,"527","543",,93,10.1037/0033-295X.115.3.527,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449090396&doi=10.1037%2f0033-295X.115.3.527&partnerID=40&md5=6294f3c3690c8264e65d90693d495158",Article,,Scopus,2-s2.0-51449090396
"Monroe, B.M., Read, S.J.","A General Connectionist Model of Attitude Structure and Change: The ACS (Attitudes as Constraint Satisfaction) Model",2008,"Psychological Review","115","3",,"733","759",,39,10.1037/0033-295X.115.3.733,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449102397&doi=10.1037%2f0033-295X.115.3.733&partnerID=40&md5=99960b1dd3245884ebf3ea7a5c5d8d00",Article,,Scopus,2-s2.0-51449102397
"Altmann, E.M., Gray, W.D.","An Integrated Model of Cognitive Control in Task Switching",2008,"Psychological Review","115","3",,"602","639",,158,10.1037/0033-295X.115.3.602,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449099065&doi=10.1037%2f0033-295X.115.3.602&partnerID=40&md5=5538a629b786685361674be27153403a",Article,,Scopus,2-s2.0-51449099065
"Larrauri, J.A., Schmajuk, N.A.","Attentional, Associative, and Configural Mechanisms in Extinction",2008,"Psychological Review","115","3",,"640","676",,49,10.1037/0033-295X.115.3.640,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449107669&doi=10.1037%2f0033-295X.115.3.640&partnerID=40&md5=ced34f8441d835a3842e56a63329dec9",Article,,Scopus,2-s2.0-51449107669
"Gomez, P., Ratcliff, R., Perea, M.","The Overlap Model: A Model of Letter Position Coding",2008,"Psychological Review","115","3",,"577","600",,182,10.1037/a0012667,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449115114&doi=10.1037%2fa0012667&partnerID=40&md5=60c7e2f31572fc5faacfa29c40a6c7c2",Article,,Scopus,2-s2.0-51449115114
"Brown, G.D.A., Chater, N., Neath, I.","Serial and Free Recall: Common Effects and Common Mechanisms? A Reply to Murdock (2008)",2008,"Psychological Review","115","3",,"781","785",,26,10.1037/a0012563,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449106360&doi=10.1037%2fa0012563&partnerID=40&md5=a840a7525cd7f9620322996b53e4fb3d",Article,,Scopus,2-s2.0-51449106360
"Barrouillet, P., Gauffroy, C., Lecas, J.-F.","Mental Models and the Suppositional Account of Conditionals",2008,"Psychological Review","115","3",,"760","771",,60,10.1037/0033-295X.115.3.760,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449093578&doi=10.1037%2f0033-295X.115.3.760&partnerID=40&md5=f1a38f87b7d41c68bd02e8607a6a2405",Article,,Scopus,2-s2.0-51449093578
"Brown, S.D., Marley, A.A.J., Donkin, C., Heathcote, A.","An Integrated Model of Choices and Response Times in Absolute Identification",2008,"Psychological Review","115","2",,"396","425",,50,10.1037/0033-295X.115.2.396,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449083494&doi=10.1037%2f0033-295X.115.2.396&partnerID=40&md5=1ad5a4e6af689269f81a4d6eddce04c8",Article,,Scopus,2-s2.0-43449083494
"Verguts, T., Notebaert, W.","Hebbian Learning of Cognitive Control: Dealing With Specific and Nonspecific Adaptation",2008,"Psychological Review","115","2",,"518","525",,158,10.1037/0033-295X.115.2.518,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449117482&doi=10.1037%2f0033-295X.115.2.518&partnerID=40&md5=97517f2ad0201401ffb49816672e5964",Article,,Scopus,2-s2.0-43449117482
"Trafimow, D., Rice, S.","Potential Performance Theory (PPT): A General Theory of Task Performance Applied to Morality",2008,"Psychological Review","115","2",,"447","462",,26,10.1037/0033-295X.115.2.447,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449114178&doi=10.1037%2f0033-295X.115.2.447&partnerID=40&md5=a4c2326f8327cfa91f2db2a07f9694d8",Article,,Scopus,2-s2.0-43449114178
"Birnbaum, M.H.","New Paradoxes of Risky Decision Making",2008,"Psychological Review","115","2",,"463","501",,143,10.1037/0033-295X.115.2.463,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449124990&doi=10.1037%2f0033-295X.115.2.463&partnerID=40&md5=7ecdf2b989f20323075d4a86539f8522",Article,,Scopus,2-s2.0-43449124990
"Sherman, J.W., Gawronski, B., Gonsalkorale, K., Hugenberg, K., Allen, T.J., Groom, C.J.","The Self-Regulation of Automatic Associations and Behavioral Impulses",2008,"Psychological Review","115","2",,"314","335",,132,10.1037/0033-295X.115.2.314,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449136458&doi=10.1037%2f0033-295X.115.2.314&partnerID=40&md5=d181ea4b0791f4b8b65ff2f5ac173051",Article,,Scopus,2-s2.0-43449136458
"Schmader, T., Johns, M., Forbes, C.","An Integrated Process Model of Stereotype Threat Effects on Performance",2008,"Psychological Review","115","2",,"336","356",,530,10.1037/0033-295X.115.2.336,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449110716&doi=10.1037%2f0033-295X.115.2.336&partnerID=40&md5=964542fca2ba6cd81d4f2fbaff7bbbfa",Article,,Scopus,2-s2.0-43449110716
"Moore, D.A., Healy, P.J.","The Trouble With Overconfidence",2008,"Psychological Review","115","2",,"502","517",,425,10.1037/0033-295X.115.2.502,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449094045&doi=10.1037%2f0033-295X.115.2.502&partnerID=40&md5=f4bf488950a9bd6115a4371c2e89f123",Article,,Scopus,2-s2.0-43449094045
"Dunn, J.C.","The Dimensionality of the Remember-Know Task: A State-Trace Analysis",2008,"Psychological Review","115","2",,"426","446",,108,10.1037/0033-295X.115.2.426,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449097522&doi=10.1037%2f0033-295X.115.2.426&partnerID=40&md5=f67a4d933037a3c0521cbec84e337eeb",Article,,Scopus,2-s2.0-43449097522
"Norris, D., McQueen, J.M.","Shortlist B: A Bayesian Model of Continuous Speech Recognition",2008,"Psychological Review","115","2",,"357","395",,244,10.1037/0033-295X.115.2.357,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449086118&doi=10.1037%2f0033-295X.115.2.357&partnerID=40&md5=b2b40262404ec860fd3c1da34747dbab",Article,,Scopus,2-s2.0-43449086118
"Hyde, J.S., Mezulis, A.H., Abramson, L.Y.","The ABCs of Depression: Integrating Affective, Biological, and Cognitive Models to Explain the Emergence of the Gender Difference in Depression",2008,"Psychological Review","115","2",,"291","313",,374,10.1037/0033-295X.115.2.291,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449124991&doi=10.1037%2f0033-295X.115.2.291&partnerID=40&md5=228e0b98a06baa56d66d71b7844dcdeb",Article,,Scopus,2-s2.0-43449124991
"Brandstätter, E., Gigerenzer, G., Hertwig, R.","Postscript: Rejoinder to Johnson et al. (2008) and Birnbaum (2008)",2008,"Psychological Review","115","1",,"289","290",,7,10.1037/0033-295X.115.1.289,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049099513&doi=10.1037%2f0033-295X.115.1.289&partnerID=40&md5=f0cd60987ac5b408a3eea4cd7c4dcdac",Article,,Scopus,2-s2.0-39049099513
"Birnbaum, M.","Postscript: Rejoinder to Brandstätter et al. (2008)",2008,"Psychological Review","115","1",,"260","262",,5,10.1037/0033-295X.115.1.260,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049158290&doi=10.1037%2f0033-295X.115.1.260&partnerID=40&md5=0943232c095170820759b10a2c016f36",Article,,Scopus,2-s2.0-39049158290
"Gigerenzer, G., Hoffrage, U., Goldstein, D.G.","Fast and Frugal Heuristics Are Plausible Models of Cognition: Reply to Dougherty, Franco-Watkins, and Thomas (2008)",2008,"Psychological Review","115","1",,"230","237",,70,10.1037/0033-295X.115.1.230,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049143373&doi=10.1037%2f0033-295X.115.1.230&partnerID=40&md5=58248a1420cb0c99a540a1188e866489",Article,,Scopus,2-s2.0-39049143373
"Brandstätter, E., Gigerenzer, G., Hertwig, R.","Risky Choice With Heuristics: Reply to Birnbaum (2008), Johnson, Schulte-Mecklenbeck, and Willemsen (2008), and Rieger and Wang (2008)",2008,"Psychological Review","115","1",,"281","289",,49,10.1037/0033-295X.115.1.281,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049142612&doi=10.1037%2f0033-295X.115.1.281&partnerID=40&md5=02e2bee01f1e24ec99479da4ed9a5f2d",Article,,Scopus,2-s2.0-39049142612
"Salvucci, D.D., Taatgen, N.A.","Threaded Cognition: An Integrated Theory of Concurrent Multitasking",2008,"Psychological Review","115","1",,"101","130",,241,10.1037/0033-295X.115.1.101,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049146131&doi=10.1037%2f0033-295X.115.1.101&partnerID=40&md5=bfa5733dc864bb4e31e2da4672e5a1fe",Article,,Scopus,2-s2.0-39049146131
"Adelman, J.S., Brown, G.D.A.","Postscript: Deviations From the Predictions of Serial Search",2008,"Psychological Review","115","1",,"228","229",,2,10.1037/0033-295X.115.1.228,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049171881&doi=10.1037%2f0033-295X.115.1.228&partnerID=40&md5=811cd75f880a1b4647ef94f5a27151ae",Article,,Scopus,2-s2.0-39049171881
"Hermens, F., Luksys, G., Gerstner, W., Herzog, M.H., Ernst, U.","Modeling Spatial and Temporal Aspects of Visual Backward Masking",2008,"Psychological Review","115","1",,"83","100",,32,10.1037/0033-295X.115.1.83,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049099070&doi=10.1037%2f0033-295X.115.1.83&partnerID=40&md5=268f7014a056789d8022e568fde6e57f",Article,,Scopus,2-s2.0-39049099070
"Birnbaum, M.H.","Evaluation of the Priority Heuristic as a Descriptive Model of Risky Decision Making: Comment on Brandstätter, Gigerenzer, and Hertwig (2006)",2008,"Psychological Review","115","1",,"253","260",,43,10.1037/0033-295X.115.1.253,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049112945&doi=10.1037%2f0033-295X.115.1.253&partnerID=40&md5=3899c5d4182397e825b64d1a6d3f374b",Article,,Scopus,2-s2.0-39049112945
"Dougherty, M.R., Thomas, R., Franco-Watkins, A.M.","Postscript: Vague Heuristics Revisited",2008,"Psychological Review","115","1",,"211","213",,2,10.1037/0033-295X.115.1.211,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049109203&doi=10.1037%2f0033-295X.115.1.211&partnerID=40&md5=78ddd2070d6c0d2d19c3ab60d2465326",Article,,Scopus,2-s2.0-39049109203
"Adelman, J.S., Brown, G.D.A.","Modeling Lexical Decision: The Form of Frequency and Diversity Effects",2008,"Psychological Review","115","1",,"214","227",,31,10.1037/0033-295X.115.1.214,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049149929&doi=10.1037%2f0033-295X.115.1.214&partnerID=40&md5=05f80310837159efcbd81b535e77145a",Article,,Scopus,2-s2.0-39049149929
"Hursh, S.R., Silberberg, A.","Economic Demand and Essential Value",2008,"Psychological Review","115","1",,"186","198",,276,10.1037/0033-295X.115.1.186,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049109668&doi=10.1037%2f0033-295X.115.1.186&partnerID=40&md5=b5fabe34dc02645db094df6e91a6a50f",Article,,Scopus,2-s2.0-39049109668
"Davelaar, E.J., Usher, M., Haarmann, H.J., Goshen-Gottstein, Y.","Postscript: Through TCM, STM Shines Bright",2008,"Psychological Review","115","4",,"1116","1118",,5,10.1037/0033-295X.115.4.1116,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349133553&doi=10.1037%2f0033-295X.115.4.1116&partnerID=40&md5=6b8ae51e7828c6a695e0b54fdd363e7b",Article,,Scopus,2-s2.0-56349133553
"Doumas, L.A.A., Hummel, J.E., Sandhofer, C.M.","A Theory of the Discovery and Predication of Relational Concepts",2008,"Psychological Review","115","1",,"1","43",,127,10.1037/0033-295X.115.1.1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049091453&doi=10.1037%2f0033-295X.115.1.1&partnerID=40&md5=39fe5c25a2c44fc08a8bfd7e839dfb17",Article,,Scopus,2-s2.0-39049091453
"Murray, W.S., Forster, K.I.","Postscript: The Rank Hypothesis and Lexical Decision",2008,"Psychological Review","115","1",,"251","252",,1,10.1037/0033-295X.115.1.251,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049085762&doi=10.1037%2f0033-295X.115.1.251&partnerID=40&md5=c6392bb8c41675485f47009e6db5822a",Article,,Scopus,2-s2.0-39049085762
"Dougherty, M.R., Franco-Watkins, A.M., Thomas, R.","Psychological Plausibility of the Theory of Probabilistic Mental Models and the Fast and Frugal Heuristics",2008,"Psychological Review","115","1",,"199","211",,83,10.1037/0033-295X.115.1.199,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049117947&doi=10.1037%2f0033-295X.115.1.199&partnerID=40&md5=4da5e0f40e0dcafcfdb6e981f4a674b1",Article,,Scopus,2-s2.0-39049117947
"Rieger, M.O., Wang, M.","What Is Behind the Priority Heuristic? A Mathematical Analysis and Comment on Brandstätter, Gigerenzer, and Hertwig (2006)",2008,"Psychological Review","115","1",,"274","280",,18,10.1037/0033-295X.115.1.274,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049152924&doi=10.1037%2f0033-295X.115.1.274&partnerID=40&md5=28530a22857d8f0f60fe3c39954b5ad6",Article,,Scopus,2-s2.0-39049152924
"Gigerenzer, G., Hoffrage, U., Goldstein, D.G.","Postscript: Fast and Frugal Heuristics",2008,"Psychological Review","115","1",,"238","239",,2,10.1037/0033-295X.115.1.238,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049142613&doi=10.1037%2f0033-295X.115.1.238&partnerID=40&md5=0cf64368debab2438b8075bf059b7ca0",Article,,Scopus,2-s2.0-39049142613
"Johnson, E.J., Schulte-Mecklenbeck, M., Willemsen, M.C.","Postscript: Rejoinder to Brandstätter, Gigerenzer, and Hertwig (2008)",2008,"Psychological Review","115","1",,"272","273",,3,10.1037/0033-295X.115.1.272,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049113399&doi=10.1037%2f0033-295X.115.1.272&partnerID=40&md5=c87174a69d39bf0a946233d32e1ea417",Article,,Scopus,2-s2.0-39049113399
"Lu, Z.-L., Dosher, B.A.","Characterizing Observers Using External Noise and Observer Models: Assessing Internal Representations With External Noise",2008,"Psychological Review","115","1",,"44","82",,112,10.1037/0033-295X.115.1.44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149097826&doi=10.1037%2f0033-295X.115.1.44&partnerID=40&md5=e273e52c17c64cd180444782e0490c6d",Article,,Scopus,2-s2.0-39149097826
"Thomas, R.P., Dougherty, M.R., Sprenger, A.M., Harbison, J.I.","Diagnostic Hypothesis Generation and Human Judgment",2008,"Psychological Review","115","1",,"155","185",,99,10.1037/0033-295X.115.1.155,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049089080&doi=10.1037%2f0033-295X.115.1.155&partnerID=40&md5=99f8dbcdf0115d597e781e974a1b9555",Article,,Scopus,2-s2.0-39049089080
"Murray, W.S., Forster, K.I.","The Rank Hypothesis and Lexical Decision: A Reply to Adelman and Brown (2008)",2008,"Psychological Review","115","1",,"240","251",,12,10.1037/0033-295X.115.1.240,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049106572&doi=10.1037%2f0033-295X.115.1.240&partnerID=40&md5=1d105d23177c7898b6d0838d6f3dc139",Article,,Scopus,2-s2.0-39049106572
"Kubovy, M., van den Berg, M.","The Whole Is Equal to the Sum of Its Parts: A Probabilistic Model of Grouping by Proximity and Similarity in Regular Patterns",2008,"Psychological Review","115","1",,"131","154",,59,10.1037/0033-295X.115.1.131,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049137959&doi=10.1037%2f0033-295X.115.1.131&partnerID=40&md5=3f76140bba9dd60766c7bd7b5ea5db41",Article,,Scopus,2-s2.0-39049137959
"Johnson, E.J., Schulte-Mecklenbeck, M., Willemsen, M.C.","Process Models Deserve Process Data: Comment on Brandstätter, Gigerenzer, and Hertwig (2006)",2008,"Psychological Review","115","1",,"263","272",,88,10.1037/0033-295X.115.1.263,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049112006&doi=10.1037%2f0033-295X.115.1.263&partnerID=40&md5=70a34c23be0100864fa6b985b320b0cc",Article,,Scopus,2-s2.0-39049112006
"Epley, N., Waytz, A., Cacioppo, J.T.","On Seeing Human: A Three-Factor Theory of Anthropomorphism",2007,"Psychological Review","114","4",,"864","886",,481,10.1037/0033-295X.114.4.864,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36049022160&doi=10.1037%2f0033-295X.114.4.864&partnerID=40&md5=a422e4328911ef364b51949f04fa10f8",Article,,Scopus,2-s2.0-36049022160
"Regenwetter, M., Ho, M.-H.R., Tsetlin, I.","Sophisticated Approval Voting, Ignorance Priors, and Plurality Heuristics: A Behavioral Social Choice Analysis in a Thurstonian Framework",2007,"Psychological Review","114","4",,"994","1014",,17,10.1037/0033-295X.114.4.994,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36148938384&doi=10.1037%2f0033-295X.114.4.994&partnerID=40&md5=2ebcc6bf7f9bd1cd429ba389c6f783c8",Article,,Scopus,2-s2.0-36148938384
"Norman, K.A., Newman, E.L., Detre, G.","A Neural Network Model of Retrieval-Induced Forgetting",2007,"Psychological Review","114","4",,"887","953",,103,10.1037/0033-295X.114.4.887,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36048991488&doi=10.1037%2f0033-295X.114.4.887&partnerID=40&md5=0cc516e93d3d1fd471dd5e56a45501eb",Article,,Scopus,2-s2.0-36048991488
"Rhemtulla, M., Xu, F.","Postscript: sortal concepts are fundamental for tracing identity",2007,"Psychological review","114","4",,"1095","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922238421&partnerID=40&md5=4fe1325b81c0a08bbb38318a7f88a389",Article,,Scopus,2-s2.0-84922238421
"Sikström, S., Söderlund, G.","Stimulus-Dependent Dopamine Release in Attention-Deficit/Hyperactivity Disorder",2007,"Psychological Review","114","4",,"1047","1075",,70,10.1037/0033-295X.114.4.1047,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36049008766&doi=10.1037%2f0033-295X.114.4.1047&partnerID=40&md5=99383efcaef376f4f9278d56735caa86",Article,,Scopus,2-s2.0-36049008766
"Howe, P.D.L., Sagreiya, H., Curtis, D.L., Zheng, C., Livingstone, M.S.","The Double-Anchoring Theory of Lightness Perception: A Comment on Bressan (2006)",2007,"Psychological Review","114","4",,"1105","1109",,3,10.1037/0033-295X.114.4.1105,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36049010954&doi=10.1037%2f0033-295X.114.4.1105&partnerID=40&md5=2db28f2be53270d7abeaeb99b5777c7d",Article,,Scopus,2-s2.0-36049010954
"Rhemtulla, M., Xu, F.","Sortal Concepts and Causal Continuity: Comment on Rips, Blok, and Newman (2006)",2007,"Psychological Review","114","4",,"1087","1094",,7,10.1037/0033-295X.114.4.1087,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36048954770&doi=10.1037%2f0033-295X.114.4.1087&partnerID=40&md5=673d095cc539728739496b606c1e2dde",Article,,Scopus,2-s2.0-36048954770
"Butz, M.V., Herbort, O., Hoffmann, J.","Exploiting Redundancy for Flexible Behavior: Unsupervised Learning in a Modular Sensorimotor Control Architecture",2007,"Psychological Review","114","4",,"1015","1046",,55,10.1037/0033-295X.114.4.1015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249668981&doi=10.1037%2f0033-295X.114.4.1015&partnerID=40&md5=fd3db1a48d4f22d27b2389530015ef69",Article,,Scopus,2-s2.0-34249668981
"Kimball, D.R., Smith, T.A., Kahana, M.J.","The fSAM Model of False Recall",2007,"Psychological Review","114","4",,"954","993",,41,10.1037/0033-295X.114.4.954,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36048970071&doi=10.1037%2f0033-295X.114.4.954&partnerID=40&md5=1c3cf6c7529dd17700cdad866ba34256",Article,,Scopus,2-s2.0-36048970071
