Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Barragan, R.C., Dweck, C.S.","Rethinking natural altruism: Simple reciprocal interactions trigger children's benevolence",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","48",,"17071","17074",,29,10.1073/pnas.1419408111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914165940&doi=10.1073%2fpnas.1419408111&partnerID=40&md5=141a7a57fb435d3d872a6228f6fdfa22",Article,,Scopus,2-s2.0-84914165940
"Kues, J.N., Janda, C., Kleinstäuber, M., Weise, C.","Internet-based cognitive behavioural self-help for premenstrual syndrome: Study protocol for a randomised controlled trial",2014,"Trials","15","1", 472,"","",,10,10.1186/1745-6215-15-472,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925141913&doi=10.1186%2f1745-6215-15-472&partnerID=40&md5=e994cfd0d5d46a718a50db52e046c923",Article,,Scopus,2-s2.0-84925141913
"Ahern, C., Kyrios, M., Meyer, D.","Exposure to unwanted intrusions, neutralizing and their effects on self-worth and obsessive-compulsive phenomena",2014,"Journal of Behavior Therapy and Experimental Psychiatry","49",,,"216","222",,2,10.1016/j.jbtep.2015.07.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946560473&doi=10.1016%2fj.jbtep.2015.07.008&partnerID=40&md5=b650ee653a26d328c00fe7bb668724bc",Article,,Scopus,2-s2.0-84946560473
"Russell, V.M., McNulty, J.K., Baker, L.R., Meltzer, A.L.","The association between discontinuing hormonal contraceptives and wives' marital satisfaction depends on husbands' facial attractiveness",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","48",,"17081","17086",,8,10.1073/pnas.1414784111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915746627&doi=10.1073%2fpnas.1414784111&partnerID=40&md5=bc42363cea07e4aacdd17a5430d95252",Article,,Scopus,2-s2.0-84915746627
"Childs, S.R., Casely, E.M., Kuehler, B.M., Ward, S., Halmshaw, C.L., Thomas, S.E., Goodall, I.D., Bantel, C.","The clinical psychologist and the management of inpatient pain: A small case series",2014,"Neuropsychiatric Disease and Treatment","10",,,"2291","2297",,2,10.2147/NDT.S70555,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919381068&doi=10.2147%2fNDT.S70555&partnerID=40&md5=6484427eca6f5eefc0d9ac3daa4b1225",Article,Open Access,Scopus,2-s2.0-84919381068
"Imai, H., Kim, D., Sasaki, Y., Watanabe, T.","Reward eliminates retrieval-induced forgetting",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","48",,"17326","17329",,3,10.1073/pnas.1404469111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914125344&doi=10.1073%2fpnas.1404469111&partnerID=40&md5=dea17eb13cd69e91a396d8ca51336e26",Article,,Scopus,2-s2.0-84914125344
"Noordraven, E.L., Audier, C.H., Staring, A.B.P., Wierdsma, A.I., Blanken, P., van der Hoorn, B.E.A., Roijen, L.H., Mulder, C.L.","Money for medication: A randomized controlled study on the effectiveness of financial incentives to improve medication adherence in patients with psychotic disorders",2014,"BMC Psychiatry","14","1", 343,"","",,4,10.1186/s12888-014-0343-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924105326&doi=10.1186%2fs12888-014-0343-3&partnerID=40&md5=3fafec136e2205e454b231b056e65b14",Article,,Scopus,2-s2.0-84924105326
"Cardi, V., Corfield, F., Leppanen, J., Rhind, C., Deriziotis, S., Hadjimichalis, A., Hibbs, R., Micali, N., Treasure, J.","Emotional processing of infants displays in eating disorders",2014,"PLoS ONE","9","12", e113191,"","",,10,10.1371/journal.pone.0113191,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914696655&doi=10.1371%2fjournal.pone.0113191&partnerID=40&md5=20f3d44fdff7c3bfa4eb307b78d5d075",Article,Open Access,Scopus,2-s2.0-84914696655
"Crockett, M.J., Kurth-Nelson, Z., Siegel, J.Z., Dayan, P., Dolan, R.J.","Harm to others outweighs harm to self in moral decision making",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","48",,"17320","17325",,54,10.1073/pnas.1408988111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914140228&doi=10.1073%2fpnas.1408988111&partnerID=40&md5=2f3ba69def32ea23e2c9ee26d0c9f6eb",Article,,Scopus,2-s2.0-84914140228
"Ryan, S.","Psychological effects of living with rheumatoid arthritis",2014,"Nursing standard (Royal College of Nursing (Great Britain) : 1987)","29","13",,"52","59",,5,10.7748/ns.29.13.52.e9484,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942902864&doi=10.7748%2fns.29.13.52.e9484&partnerID=40&md5=45c85efaef595e9ee3179eadea4e7f33",Article,,Scopus,2-s2.0-84942902864
"Chang, Y.-M., Tsao, L.-I., Huang, M.-H.","Experiences of Coexisting With Chronic Illnesses Among Elderly Women in Communities",2014,"Health Care for Women International","35","11-12",,"1337","1351",,,10.1080/07399332.2014.942905,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964252987&doi=10.1080%2f07399332.2014.942905&partnerID=40&md5=52d617152c6e51ed033680d94c22b1a7",Article,,Scopus,2-s2.0-84964252987
"Alter, A.L., Hershfield, H.E.","People search for meaning when they approach a new decade in chronological age",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","48",,"17066","17070",,11,10.1073/pnas.1415086111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914145405&doi=10.1073%2fpnas.1415086111&partnerID=40&md5=8c8fe20586e1a00373a52e43a2dc799d",Article,,Scopus,2-s2.0-84914145405
"Choi, J., Kushner, K.E., Mill, J., Lai, D.W.L.","Health Experiences of Korean Immigrant Women in Retirement",2014,"Health Care for Women International","35","11-12",,"1315","1336",,2,10.1080/07399332.2014.954700,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964266919&doi=10.1080%2f07399332.2014.954700&partnerID=40&md5=8f22fc58865d00be054421e76fdb6196",Article,,Scopus,2-s2.0-84964266919
"Reyna, V.F., Brainerd, C.J.","Fuzzy universality of probability judgment",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","48",,"16984","16985",,,10.1073/pnas.1420118111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914140225&doi=10.1073%2fpnas.1420118111&partnerID=40&md5=017f10ee030ba8c87c3f25eb33a78a89",Note,,Scopus,2-s2.0-84914140225
"Abdul-Hamid, W.K., Hughes, J.H.","Nothing new under the sun: Post-traumatic stress disorders in the ancient world?",2014,"Early Science and Medicine","19","6",,"549","557",,4,10.1163/15733823-00196p02,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923635471&doi=10.1163%2f15733823-00196p02&partnerID=40&md5=ac4a6581738f6bcaa976c643ef4215a7",Review,,Scopus,2-s2.0-84923635471
"Kim, J., Kim, J.-H.","A Facilitator of Leisure Activities for Stress-Related Growth Experience Among Middle-Aged Korean Women With Depression",2014,"Health Care for Women International","35","11-12",,"1245","1266",,2,10.1080/07399332.2014.946508,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964220604&doi=10.1080%2f07399332.2014.946508&partnerID=40&md5=846083f8b45e27ee6b6a9f61d2a00405",Article,,Scopus,2-s2.0-84964220604
"Fontanari, L., Gonzalez, M., Vallortigara, G., Girotto, V.","Probabilistic cognition in two indigenous mayan groups",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","48",,"17075","17080",,11,10.1073/pnas.1410583111/-/DCSupplemental,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914125312&doi=10.1073%2fpnas.1410583111%2f-%2fDCSupplemental&partnerID=40&md5=6ab0899a2f3dc0aef4e0ad4e84356234",Article,,Scopus,2-s2.0-84914125312
"Uher, R., Cumby, J., MacKenzie, L.E., Morash-Conway, J., Glover, J.M., Aylott, A., Propper, L., Abidi, S., Bagnell, A., Pavlova, B., Hajek, T., Lovas, D., Pajer, K., Gardner, W., Levy, A., Alda, M.","A familial risk enriched cohort as a platform for testing early interventions to prevent severe mental illness",2014,"BMC Psychiatry","14","1", 244,"","",,15,10.1186/s12888-014-0344-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924150387&doi=10.1186%2fs12888-014-0344-2&partnerID=40&md5=7582b169a4f96f52b9e07297d8dc2237",Article,,Scopus,2-s2.0-84924150387
"Pierce, L.J., Klein, D., Chen, J.-K., Delcenserie, A., Genesee, F.","Mapping the unconscious maintenance of a lost first language",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","48",,"17314","17319",,25,10.1073/pnas.1409411111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914168999&doi=10.1073%2fpnas.1409411111&partnerID=40&md5=3c43a0a3f56c242a28bedf3db67dcf3c",Article,,Scopus,2-s2.0-84914168999
"Henriques-Calado, J., Duarte-Silva, M.E., Keong, A.M., Sacoto, C., Junqueira, D.","Personality Traits and Personality Disorders in Older Women: An Explorative Study Between Normal Development and Psychopathology",2014,"Health Care for Women International","35","11-12",,"1303","1314",,,10.1080/07399332.2013.841697,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964216460&doi=10.1080%2f07399332.2013.841697&partnerID=40&md5=050f04bdd89671cd102720a496579a5d",Article,,Scopus,2-s2.0-84964216460
"Park, M., Kim, J., Park, B.","The Effects of Health on the Life Satisfaction of Poor and Nonpoor Older Women in Korea",2014,"Health Care for Women International","35","11-12",,"1287","1302",,1,10.1080/07399332.2014.888064,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964265482&doi=10.1080%2f07399332.2014.888064&partnerID=40&md5=b9c75404b78bc28f650dca35d97ac8bc",Article,,Scopus,2-s2.0-84964265482
"Carmi, N., Arnon, S.","The Role of Future Orientation in Environmental Behavior: Analyzing the Relationship on the Individual and Cultural Levels",2014,"Society and Natural Resources","27","12",,"1304","1320",,10,10.1080/08941920.2014.928393,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027917949&doi=10.1080%2f08941920.2014.928393&partnerID=40&md5=64f9b09295e5777974b7c52e7ebb412f",Article,,Scopus,2-s2.0-85027917949
"Krassen Covan, E.","When Caregiving Gets Personal",2014,"Health Care for Women International","35","11-12",,"1227","",,,10.1080/07399332.2014.985174,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964303643&doi=10.1080%2f07399332.2014.985174&partnerID=40&md5=af58ce466c5c6db68850591931ef82be",Editorial,,Scopus,2-s2.0-84964303643
"Norenzayan, A., Shariff, A.F., Gervais, W.M., Willard, A.K., McNamara, R.A., Slingerland, E., Henrich, J.","The cultural evolution of prosocial religions",2014,"Behavioral and Brain Sciences","39",,,"1","19",,68,10.1017/S0140525X14001356,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933569233&doi=10.1017%2fS0140525X14001356&partnerID=40&md5=1ea9eb849c73fb5cb6f39dbce68762db",Article,,Scopus,2-s2.0-84933569233
"Walker, J.L., Harrison, T.C.","Measuring Gender Satisfaction Among Women Aging With Paralytic Polio",2014,"Health Care for Women International","35","11-12",,"1352","1364",,,10.1080/07399332.2013.838248,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926016297&doi=10.1080%2f07399332.2013.838248&partnerID=40&md5=87f554ecef0d22214dfe6c0b629b03f1",Article,,Scopus,2-s2.0-84926016297
"Paillard-Borg, S., Strömberg, L.","The Importance of Reciprocity for Female Caregivers in a Super-Aged Society: A Qualitative Journalistic Approach",2014,"Health Care for Women International","35","11-12",,"1365","1377",,2,10.1080/07399332.2014.972408,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964228061&doi=10.1080%2f07399332.2014.972408&partnerID=40&md5=327d7c44e18891b20a6f9a0bfcaebaa0",Article,,Scopus,2-s2.0-84964228061
"Desai, S., Temsah, G.","Muslim and Hindu Women’s Public and Private Behaviors: Gender, Family, and Communalized Politics in India",2014,"Demography","51","6",,"2307","2332",,7,10.1007/s13524-014-0319-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915791231&doi=10.1007%2fs13524-014-0319-4&partnerID=40&md5=eaa31d17254695569bd56b589e604e93",Article,,Scopus,2-s2.0-84915791231
"García, F.E., Páez-Rovira, D., Zurtia, G.C., Martel, H.N., Reyes, A.R.","Religious coping, social support and subjective severity as predictors of posttraumatic growth in people affected by the earthquake in Chile on 27/2/2010",2014,"Religions","5","4",,"1132","1145",,9,10.3390/rel5041132,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922056309&doi=10.3390%2frel5041132&partnerID=40&md5=dec12719bcb8988fbc962afa53ea19c7",Article,,Scopus,2-s2.0-84922056309
"Gonçalves, B., Fagulha, T., Ferreira, A., Reis, N.","Depressive Symptoms and Pain Complaints as Predictors of Later Development of Depression in Portuguese Middle-Aged Women",2014,"Health Care for Women International","35","11-12",,"1228","1244",,2,10.1080/07399332.2013.862795,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964290533&doi=10.1080%2f07399332.2013.862795&partnerID=40&md5=aaf3bad09d0bfedcc5a26ba2ca8c7b94",Article,,Scopus,2-s2.0-84964290533
"Martínez-Tur, V., Peñarroja, V., Serrano, M.A., Hidalgo, V., Moliner, C., Salvador, A., Alacreu-Crespo, A., Gracia, E., Molina, A.","Intergroup conflict and rational decision making",2014,"PLoS ONE","9","12", e114013,"","",,3,10.1371/journal.pone.0114013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914696632&doi=10.1371%2fjournal.pone.0114013&partnerID=40&md5=dfb7f4fcc38afcb847f0e2096c3e1294",Article,Open Access,Scopus,2-s2.0-84914696632
"Derks, J., Lee, N.C., Krabbendam, L.","Adolescent trust and trustworthiness: Role of gender and social value orientation",2014,"Journal of Adolescence","37","8",,"1379","1386",,5,10.1016/j.adolescence.2014.09.014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908324312&doi=10.1016%2fj.adolescence.2014.09.014&partnerID=40&md5=aaad258601062bff2a72cd6e8e15c568",Article,,Scopus,2-s2.0-84908324312
"Vannucci, M., Nocentini, A., Chiorri, C., Menesini, E.","Brief report: Violent false memories and engagement in aggressive and delinquent behavior: An investigation in adolescents",2014,"Journal of Adolescence","37","8",,"1329","1333",,,10.1016/j.adolescence.2014.09.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908331505&doi=10.1016%2fj.adolescence.2014.09.007&partnerID=40&md5=6fd6ea08aaeb59f3fcda67f2d3d5f608",Article,,Scopus,2-s2.0-84908331505
"Breithaupt, L.E., Payne, H.A., Rose, M.","Body checking as a behavioral link: A preliminary study assessing inhibition and its association to idiosyncratic body checking in anorexia nervosa",2014,"Eating Behaviors","15","4",,"591","594",,1,10.1016/j.eatbeh.2014.08.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907500350&doi=10.1016%2fj.eatbeh.2014.08.003&partnerID=40&md5=6538d77b35e5dff05143e5d5cd231c88",Article,,Scopus,2-s2.0-84907500350
"Petriwskyj, A., Gibson, A., Webby, G.","Participation and power in care: Exploring the ""client"" in client engagement",2014,"Journal of Aging Studies","31",,,"119","131",,8,10.1016/j.jaging.2014.09.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910026083&doi=10.1016%2fj.jaging.2014.09.007&partnerID=40&md5=d7b25054b79e3593a52a410899aa288b",Article,,Scopus,2-s2.0-84910026083
"Pena, R.R., Pereira-Caixeta, A.R., Moraes, M.F.D., Pereira, G.S.","Anisomycin administered in the olfactory bulb and dorsal hippocampus impaired social recognition memory consolidation in different time-points",2014,"Brain Research Bulletin","109",,,"151","157",,12,10.1016/j.brainresbull.2014.10.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909638832&doi=10.1016%2fj.brainresbull.2014.10.009&partnerID=40&md5=fcf973f6c1546847c7985ca08c64f5b1",Article,,Scopus,2-s2.0-84909638832
"Robertson, B.R., Prestia, D., Twamley, E.W., Patterson, T.L., Bowie, C.R., Harvey, P.D.","Social competence versus negative symptoms as predictors of real world social functioning in schizophrenia",2014,"Schizophrenia Research","160","1-3",,"136","141",,25,10.1016/j.schres.2014.10.037,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928306160&doi=10.1016%2fj.schres.2014.10.037&partnerID=40&md5=442d758db1294a7780877cde8371e2d8",Article,,Scopus,2-s2.0-84928306160
"Karanci, A.N.","Concerns about schizophrenia or possession?",2014,"Journal of religion and health","53","6",,"1691","1692",,1,10.1007/s10943-014-9910-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937978237&doi=10.1007%2fs10943-014-9910-7&partnerID=40&md5=db17f4f107ab254b0500f3c8db54d00c",Note,,Scopus,2-s2.0-84937978237
"Hamilton, K.R., Felton, J.W., Risco, C.M., Lejuez, C.W., MacPherson, L.","Brief report: The interaction of impulsivity with risk-taking is associated with early alcohol use initiation",2014,"Journal of Adolescence","37","8",,"1253","1256",,10,10.1016/j.adolescence.2014.08.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907705097&doi=10.1016%2fj.adolescence.2014.08.013&partnerID=40&md5=7a4a68bdffdbb4c8924eeb26d381e368",Article,,Scopus,2-s2.0-84907705097
"Fan, J., Zhong, M., Zhu, X., Lei, H., Dong, J., Zhou, C., Liu, W.","An attentional inhibitory deficit for irrelevant information in obsessive-compulsive disorder: Evidence from ERPs",2014,"International Journal of Psychophysiology","94","3",,"420","426",,6,10.1016/j.ijpsycho.2014.11.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910009677&doi=10.1016%2fj.ijpsycho.2014.11.002&partnerID=40&md5=444ee0a7483a5cb3b7622a9252d1283f",Article,,Scopus,2-s2.0-84910009677
"Pnevmatikos, D., Bardos, A.N.","Greek adolescents' intimate relations before their transition to adulthood",2014,"Journal of Adolescence","37","8",,"1475","1488",,,10.1016/j.adolescence.2014.07.018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910616090&doi=10.1016%2fj.adolescence.2014.07.018&partnerID=40&md5=c99a515faa312ea81ada2b204c1ef884",Article,,Scopus,2-s2.0-84910616090
"Bautista, R.E.D., Shoraka, A.R., Shapovalov, D.","Factors associated with superior self-management skills among individuals with epilepsy",2014,"Epilepsy and Behavior","41",,,"221","226",,3,10.1016/j.yebeh.2014.10.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910099633&doi=10.1016%2fj.yebeh.2014.10.012&partnerID=40&md5=c0a7ce7de0c1197dc7fd4477d0840d2e",Article,,Scopus,2-s2.0-84910099633
"Smith, J.L., Mattick, R.P., Jamadar, S.D., Iredale, J.M.","Deficits in behavioural inhibition in substance abuse and addiction: A meta-analysis",2014,"Drug and Alcohol Dependence","145",,,"1","33",,97,10.1016/j.drugalcdep.2014.08.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921831235&doi=10.1016%2fj.drugalcdep.2014.08.009&partnerID=40&md5=394872fc2f2fea9198b7c73675fc676d",Review,,Scopus,2-s2.0-84921831235
"Bydlowski, S.","The pains of medically assisted procreation: What place for psychic suffering? [Les maux de lgassistance médicale à la procréation: quelle place pour la souffrance psychique ?]",2014,"Gynecologie Obstetrique et Fertilite","42","12",,"861","864",,2,10.1016/j.gyobfe.2014.10.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916633340&doi=10.1016%2fj.gyobfe.2014.10.006&partnerID=40&md5=239e016b8bd7964ac7efcda9f5dd4464",Review,,Scopus,2-s2.0-84916633340
"Axelsson, A.K., Imms, C., Wilder, J.","Strategies that facilitate participation in family activities of children and adolescents with profound intellectual and multiple disabilities: Parents' and personal assistants' experiences",2014,"Disability and Rehabilitation","36","25",,"2169","2177",,2,10.3109/09638288.2014.895058,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916631689&doi=10.3109%2f09638288.2014.895058&partnerID=40&md5=74a8348eae7a49e50de27bfced7ae398",Article,,Scopus,2-s2.0-84916631689
"Orue, I., Calvete, E., Padilla, P.","Brooding rumination as a mediator in the relation between early maladaptive schemas and symptoms of depression and social anxiety in adolescents",2014,"Journal of Adolescence","37","8",,"1281","1291",,8,10.1016/j.adolescence.2014.09.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934873554&doi=10.1016%2fj.adolescence.2014.09.004&partnerID=40&md5=ff02ed93b66d503f86b3a5dc849697d8",Article,,Scopus,2-s2.0-84934873554
"Kloep, M., Hendry, L.B.","Some ideas on the emerging future of developmental research",2014,"Journal of Adolescence","37","8",,"1541","1545",,2,10.1016/j.adolescence.2014.09.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910667916&doi=10.1016%2fj.adolescence.2014.09.002&partnerID=40&md5=33c04d653e0874c4b4408d394b0ae60d",Article,,Scopus,2-s2.0-84910667916
"Mataji Amirrood, M., Taghdisi, M.H., Shidfar, F., Gohari, M.R.","The impact of training on women's capabilities in modifying their obesity-related dietary behaviors: applying family-centered empowerment model",2014,"Journal of research in health sciences","14","1",,"75","80",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952323089&partnerID=40&md5=5e27810c0a6adb3e28c75fd3a2a1c1dc",Article,,Scopus,2-s2.0-84952323089
"Floyd, R.G.","Growth of Journal of School Psychology and accolades for contributors: Every writer (and journal) needs a good editor",2014,"Journal of School Psychology","52","6",,"527","529",,1,10.1016/j.jsp.2014.11.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921634058&doi=10.1016%2fj.jsp.2014.11.002&partnerID=40&md5=30b91835477027c6e382d24e94410b59",Editorial,,Scopus,2-s2.0-84921634058
"Elliott, J.O., Richardson, V.E.","The biopsychosocial model and quality of life in persons with active epilepsy",2014,"Epilepsy and Behavior","41",,,"55","65",,15,10.1016/j.yebeh.2014.09.035,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908003002&doi=10.1016%2fj.yebeh.2014.09.035&partnerID=40&md5=e88024d22c28cb8c4fdb2e875a15478d",Article,,Scopus,2-s2.0-84908003002
"Hegedï¿½s, A., Kozel, B.","Does adherence therapy improve medication adherence among patients with schizophrenia? A systematic review",2014,"International Journal of Mental Health Nursing","23","6",,"490","497",,12,10.1111/inm.12089,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921948306&doi=10.1111%2finm.12089&partnerID=40&md5=9e41c23f055ab1d0f943a37b93c17767",Article,,Scopus,2-s2.0-84921948306
"Roy, A.K., Benson, B.E., Degnan, K.A., Perez-Edgar, K., Pine, D.S., Fox, N.A., Ernst, M.","Alterations in amygdala functional connectivity reflect early temperament",2014,"Biological Psychology","103",,,"248","254",,11,10.1016/j.biopsycho.2014.09.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908381331&doi=10.1016%2fj.biopsycho.2014.09.007&partnerID=40&md5=9f93ee34091bb530404d55a2f4750c77",Article,,Scopus,2-s2.0-84908381331
"Luengo Kanacri, B.P., Pastorelli, C., Zuffianò, A., Eisenberg, N., Ceravolo, R., Caprara, G.V.","Trajectories of prosocial behaviors conducive to civic outcomes during the transition to adulthood: The predictive role of family dynamics",2014,"Journal of Adolescence","37","8",,"1529","1539",,8,10.1016/j.adolescence.2014.07.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910682230&doi=10.1016%2fj.adolescence.2014.07.002&partnerID=40&md5=926811022f866e911a90b0ee1eaea7da",Article,,Scopus,2-s2.0-84910682230
"Kobau, R., Cui, W., Kadima, N., Zack, M.M., Sajatovic, M., Kaiboriboon, K., Jobst, B.","Tracking psychosocial health in adults with epilepsy-Estimates from the 2010 National Health Interview Survey",2014,"Epilepsy and Behavior","41",,,"66","73",,21,10.1016/j.yebeh.2014.08.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907977459&doi=10.1016%2fj.yebeh.2014.08.002&partnerID=40&md5=4dcfb46d248e047e4c2423d59f4131b2",Article,,Scopus,2-s2.0-84907977459
"Ma, M., Malcolm, L.R., Diaz-Albertini, K., Klinoff, V.A., Leeder, E., Barrientos, S., Kibler, J.L.","Latino cultural values as protective factors against sexual risks among adolescents",2014,"Journal of Adolescence","37","8",,"1215","1225",,5,10.1016/j.adolescence.2014.08.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907676691&doi=10.1016%2fj.adolescence.2014.08.012&partnerID=40&md5=fde0f08ff92e7454541e248995528fd6",Article,,Scopus,2-s2.0-84907676691
"Ring, B.M., Sigurdsson, S.O., Eubanks, S.L., Silverman, K.","Reduction of classroom noise levels using group contingencies",2014,"Journal of Applied Behavior Analysis","47","4",,"840","844",,,10.1002/jaba.155,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915796722&doi=10.1002%2fjaba.155&partnerID=40&md5=b1ba6b44d2915dbae158c1a82e17d7f4",Article,,Scopus,2-s2.0-84915796722
"Norona, J.C., Salvatore, J.F., Welsh, D.P., Darling, N.","Rejection sensitivity and adolescents' perceptions of romantic interactions",2014,"Journal of Adolescence","37","8",,"1257","1267",,7,10.1016/j.adolescence.2014.09.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907677022&doi=10.1016%2fj.adolescence.2014.09.003&partnerID=40&md5=b0e52e3bba19837b726b1e35731ff5c1",Article,,Scopus,2-s2.0-84907677022
"González, M.L., Rubio, E.K., Taylor, T.","Inappropriate mealtime behavior: The effects of noncontingent access to preferred tangibles on responding in functional analyses",2014,"Research in Developmental Disabilities","35","12",,"3655","3664",,2,10.1016/j.ridd.2014.08.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907964934&doi=10.1016%2fj.ridd.2014.08.016&partnerID=40&md5=fd44ef36a6aee641dd0c33cc15ac66ed",Article,,Scopus,2-s2.0-84907964934
"Howell, B.R., Grand, A.P., Mccormack, K.M., Shi, Y., Laprarie, J.L., Maestripieri, D., Styner, M.A., Sanchez, M.M.","Early adverse experience increases emotional reactivity in juvenile rhesus macaques: Relation to amygdala volume",2014,"Developmental Psychobiology","56","8",,"1735","1746",,14,10.1002/dev.21237,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911398571&doi=10.1002%2fdev.21237&partnerID=40&md5=b89dfc015152c9c88d4bab765bfdccae",Review,,Scopus,2-s2.0-84911398571
"Herzog, T.P., Deuster, P.A.","Performance psychology as a key component of human performance optimization",2014,"Journal of special operations medicine : a peer reviewed journal for SOF medical professionals","14","4",,"99","105",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978818935&partnerID=40&md5=3aa0a30b8c06a2da8e42b40aa2c986c2",Article,,Scopus,2-s2.0-84978818935
"Castellani, V., Pastorelli, C., Eisenberg, N., Caffo, E., Forresi, B., Gerbino, M.","The development of perceived maternal hostile, aggressive conflict from adolescence to early adulthood: Antecedents and outcomes",2014,"Journal of Adolescence","37","8",,"1517","1527",,,10.1016/j.adolescence.2014.07.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910660293&doi=10.1016%2fj.adolescence.2014.07.001&partnerID=40&md5=af93f0164682acf031f21789f2682ff2",Article,,Scopus,2-s2.0-84910660293
"Carbon, M., Correll, C.U.","Thinking and acting beyond the positive: the role of the cognitive and negative symptoms in schizophrenia",2014,"CNS spectrums","19",,,"38","53",,27,10.1017/S1092852914000601,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925229841&doi=10.1017%2fS1092852914000601&partnerID=40&md5=09d5d6b134f3336827cdecdd64d88e76",Review,,Scopus,2-s2.0-84925229841
"Robbins, M.","Response to Sandberg and Busch",2014,"Psychodynamic psychiatry","42","4",,"693","694",,,10.1521/pdps.2014.42.4.693,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919448230&doi=10.1521%2fpdps.2014.42.4.693&partnerID=40&md5=3ff2771d1a9274813fb5df26fa6858e8",Letter,,Scopus,2-s2.0-84919448230
