Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Cho, K., Barnes, C.M., Guanara, C.L.","Sleepy Punishers Are Harsh Punishers: Daylight Saving Time and Legal Sentences",2017,"Psychological Science","28","2",,"242","247",,2,10.1177/0956797616678437,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011841629&doi=10.1177%2f0956797616678437&partnerID=40&md5=15a61f7f77db9b206051f4224ff7bb4e",Article,,Scopus,2-s2.0-85011841629
"Amadi, U., Lim, S.H., Liu, E., Baratta, M.V., Goosens, K.A.","Hippocampal Processing of Ambiguity Enhances Fear Memory",2017,"Psychological Science","28","2",,"143","161",,2,10.1177/0956797616674055,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011826544&doi=10.1177%2f0956797616674055&partnerID=40&md5=774c6409ed6f31ce265cf8cdb9478bff",Article,,Scopus,2-s2.0-85011826544
"Wölfer, R., Hewstone, M.","Different Outcomes Require Different Explanations: Reply to Cross and Campbell (2017)",2017,"Psychological Science","28","2",,"251","252",,,10.1177/0956797616687730,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011933946&doi=10.1177%2f0956797616687730&partnerID=40&md5=41db254a395eeda5b4f80735722070bd",Article,,Scopus,2-s2.0-85011933946
"Perilloux, C., Kurzban, R.","Reply to “A Preregistered Study of Competing Predictions Suggests That Men Do Overestimate Women’s Sexual Intent”",2017,"Psychological Science","28","2",,"256","257",,1,10.1177/0956797616684001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011886970&doi=10.1177%2f0956797616684001&partnerID=40&md5=38f27669c36413c67020a8f6b395d7e0",Article,,Scopus,2-s2.0-85011886970
"Eisenkraft, N., Elfenbein, H.A., Kopelman, S.","We Know Who Likes Us, but Not Who Competes Against Us: Dyadic Meta-Accuracy Among Work Colleagues",2017,"Psychological Science","28","2",,"233","241",,,10.1177/0956797616679440,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011899820&doi=10.1177%2f0956797616679440&partnerID=40&md5=aea400f47d65a296e8824bf4045850e9",Article,,Scopus,2-s2.0-85011899820
"Cross, C.P., Campbell, A.","Integrating Approaches Requires More Than a Division of Labor: A Comment on Wölfer and Hewstone (2015)",2017,"Psychological Science","28","2",,"248","250",,1,10.1177/0956797616652100,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011891541&doi=10.1177%2f0956797616652100&partnerID=40&md5=1cf6ffda5b06994f63ad19752a68bb07",Article,,Scopus,2-s2.0-85011891541
"Meylan, S.C., Frank, M.C., Roy, B.C., Levy, R.","The Emergence of an Abstract Grammatical Category in Children’s Early Speech",2017,"Psychological Science","28","2",,"181","192",,,10.1177/0956797616677753,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011835156&doi=10.1177%2f0956797616677753&partnerID=40&md5=995d6ee9a6d9107c99a1af995947622d",Article,,Scopus,2-s2.0-85011835156
"Goudeau, S., Croizet, J.-C.","Hidden Advantages and Disadvantages of Social Class: How Classroom Settings Reproduce Social Inequality by Staging Unfair Comparison",2017,"Psychological Science","28","2",,"162","170",,7,10.1177/0956797616676600,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011928671&doi=10.1177%2f0956797616676600&partnerID=40&md5=66d5191ad6050ed5a8e830d011569460",Article,,Scopus,2-s2.0-85011928671
"Elias, E., Dyer, M., Sweeny, T.D.","Ensemble Perception of Dynamic Emotional Groups",2017,"Psychological Science","28","2",,"193","203",,2,10.1177/0956797616678188,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011826907&doi=10.1177%2f0956797616678188&partnerID=40&md5=52c3cf6e3eca0a7f7e54fea3349b1bc0",Article,,Scopus,2-s2.0-85011826907
"Kirk, E., Lewis, C.","Gesture Facilitates Children’s Creative Thinking",2017,"Psychological Science","28","2",,"225","232",,,10.1177/0956797616679183,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011854246&doi=10.1177%2f0956797616679183&partnerID=40&md5=e412c401825e1bdf923a7348db8ea054",Article,,Scopus,2-s2.0-85011854246
"Otten, M., Pinto, Y., Paffen, C.L.E., Seth, A.K., Kanai, R.","The Uniformity Illusion: Central Stimuli Can Determine Peripheral Perception",2017,"Psychological Science","28","1",,"56","68",,3,10.1177/0956797616672270,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009495379&doi=10.1177%2f0956797616672270&partnerID=40&md5=19cc574a6de37a391a0f4b6313625c49",Article,,Scopus,2-s2.0-85009495379
[No author name available],"Corrigendum: Beyond Purity: Moral Disgust Toward Bad Character (Psychological Science, (2017), 28, 1, (80-91), 10.1177/0956797616673193)",2017,"Psychological Science","28","12",,"1871","",,,10.1177/0956797617736343,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038246827&doi=10.1177%2f0956797617736343&partnerID=40&md5=04d2cb55bddb0973674734999f4a18cb",Erratum,,Scopus,2-s2.0-85038246827
"Thomas, L.E.","Action Experience Drives Visual-Processing Biases Near the Hands",2017,"Psychological Science","28","1",,"124","131",,1,10.1177/0956797616678189,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009433293&doi=10.1177%2f0956797616678189&partnerID=40&md5=451b6c618cb58ce0bfd61c17a641841d",Article,,Scopus,2-s2.0-85009433293
"Cavallo, A., Ansuini, C., Capozzi, F., Tversky, B., Becchio, C.","When Far Becomes Near: Perspective Taking Induces Social Remapping of Spatial Relations",2017,"Psychological Science","28","1",,"69","79",,2,10.1177/0956797616672464,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009471714&doi=10.1177%2f0956797616672464&partnerID=40&md5=90c262ff465054c92eae4ae80e62cbde",Article,,Scopus,2-s2.0-85009471714
"Giner-Sorolla, R., Chapman, H.A.","Beyond Purity: Moral Disgust Toward Bad Character",2017,"Psychological Science","28","1",,"80","91",,2,10.1177/0956797616673193,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009458347&doi=10.1177%2f0956797616673193&partnerID=40&md5=4f596af5ef4a7a6114009b0299cd347d",Article,,Scopus,2-s2.0-85009458347
"Brown-Iannuzzi, J.L., Dotsch, R., Cooley, E., Payne, B.K.","The Relationship Between Mental Representations of Welfare Recipients and Attitudes Toward Welfare",2017,"Psychological Science","28","1",,"92","103",,7,10.1177/0956797616674999,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009469612&doi=10.1177%2f0956797616674999&partnerID=40&md5=9c99ffb048885a7db394649b6f218af4",Article,,Scopus,2-s2.0-85009469612
"Nosofsky, R.M., Sanders, C.A., Gerdom, A., Douglas, B.J., McDaniel, M.A.","On Learning Natural-Science Categories That Violate the Family-Resemblance Principle",2017,"Psychological Science","28","1",,"104","114",,1,10.1177/0956797616675636,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009468593&doi=10.1177%2f0956797616675636&partnerID=40&md5=4bb9010fdb6aef473e9530c0a548d661",Article,,Scopus,2-s2.0-85009468593
"Hsu, K.J., Bailey, J.M.","Autopedophilia: Erotic-Target Identity Inversions in Men Sexually Attracted to Children",2017,"Psychological Science","28","1",,"115","123",,,10.1177/0956797616677082,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009452545&doi=10.1177%2f0956797616677082&partnerID=40&md5=f7470ebbe2c24a57f6d0fa77b4b162e4",Article,,Scopus,2-s2.0-85009452545
"Verhallen, R.J., Bosten, J.M., Goodbourn, P.T., Lawrance-Owen, A.J., Bargary, G., Mollon, J.D.","The Oxytocin Receptor Gene (OXTR) and Face Recognition",2017,"Psychological Science","28","1",,"47","55",,4,10.1177/0956797616672269,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009454653&doi=10.1177%2f0956797616672269&partnerID=40&md5=47dd261fb451278fddb7475b1a829969",Article,,Scopus,2-s2.0-85009454653
"Putnam, A.L., Sungkhasettee, V.W., Roediger, H.L.","When Misinformation Improves Memory: The Effects of Recollecting Change",2017,"Psychological Science","28","1",,"36","46",,4,10.1177/0956797616672268,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009452951&doi=10.1177%2f0956797616672268&partnerID=40&md5=c4abc8b893da0f82cceb385ce007e84a",Article,,Scopus,2-s2.0-85009452951
"Yurovsky, D., Case, S., Frank, M.C.","Preschoolers Flexibly Adapt to Linguistic Input in a Noisy Channel",2017,"Psychological Science","28","1",,"132","140",,,10.1177/0956797616668557,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009478194&doi=10.1177%2f0956797616668557&partnerID=40&md5=003eac2655804f951b966a09b4968891",Article,,Scopus,2-s2.0-85009478194
"Jia, J.S., Jia, J., Hsee, C.K., Shiv, B.","The Role of Hedonic Behavior in Reducing Perceived Risk: Evidence From Postearthquake Mobile-App Data",2017,"Psychological Science","28","1",,"23","35",,,10.1177/0956797616671712,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009513576&doi=10.1177%2f0956797616671712&partnerID=40&md5=bdd69be362d086144b3f95bb2fca2184",Article,,Scopus,2-s2.0-85009513576
"Corbett, J.E.","The Whole Warps the Sum of Its Parts: Gestalt-Defined-Group Mean Size Biases Memory for Individual Objects",2017,"Psychological Science","28","1",,"12","22",,4,10.1177/0956797616671524,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009481301&doi=10.1177%2f0956797616671524&partnerID=40&md5=f3ad8554416599a742695c3c2d01ba38",Article,,Scopus,2-s2.0-85009481301
"Blanchette, I., Marzouki, Y., Claidière, N., Gullstrand, J., Fagot, J.","Emotion-Cognition Interaction in Nonhuman Primates: Cognitive Avoidance of Negative Stimuli in Baboons (Papio papio)",2017,"Psychological Science","28","1",,"3","11",,,10.1177/0956797616671557,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009471445&doi=10.1177%2f0956797616671557&partnerID=40&md5=c0afdad7634e4c896f6d4b91021ae575",Article,,Scopus,2-s2.0-85009471445
"Barendregt, M., Dumoulin, S.O., Rokers, B.","Impaired Velocity Processing Reveals an Agnosia for Motion in Depth",2016,"Psychological Science","27","11",,"1474","1485",,2,10.1177/0956797616663488,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994372705&doi=10.1177%2f0956797616663488&partnerID=40&md5=07c87110cf351afc7f0496cd94335f83",Article,,Scopus,2-s2.0-84994372705
"Sloman, S.A., Rabb, N.","Your Understanding Is My Understanding: Evidence for a Community of Knowledge",2016,"Psychological Science","27","11",,"1451","1460",,3,10.1177/0956797616662271,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994376897&doi=10.1177%2f0956797616662271&partnerID=40&md5=e5d70bca128fd71fcf19aadeb44374b5",Article,,Scopus,2-s2.0-84994376897
"Tarampi, M.R., Heydari, N., Hegarty, M.","A Tale of Two Types of Perspective Taking: Sex Differences in Spatial Ability",2016,"Psychological Science","27","11",,"1507","1516",,2,10.1177/0956797616667459,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994297130&doi=10.1177%2f0956797616667459&partnerID=40&md5=cc46765b2c74d00f260fc37823b8523a",Article,,Scopus,2-s2.0-84994297130
"Waldinger, R.J., Schulz, M.S.","The Long Reach of Nurturing Family Environments: Links With Midlife Emotion-Regulatory Styles and Late-Life Security in Intimate Relationships",2016,"Psychological Science","27","11",,"1443","1450",,7,10.1177/0956797616661556,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994235456&doi=10.1177%2f0956797616661556&partnerID=40&md5=6871b9bdd0b0e899aa7e317cf8209abf",Article,,Scopus,2-s2.0-84994235456
"Liu, D., Wang, L., Wang, Y., Jiang, Y.","Conscious Access to Suppressed Threatening Information Is Modulated by Working Memory",2016,"Psychological Science","27","11",,"1419","1427",,,10.1177/0956797616660680,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994246581&doi=10.1177%2f0956797616660680&partnerID=40&md5=1962e0d6f34e674caf38890e775118ee",Article,,Scopus,2-s2.0-84994246581
"Hill, M.Q., Streuber, S., Hahn, C.A., Black, M.J., O’Toole, A.J.","Creating Body Shapes From Verbal Descriptions by Linking Similarity Spaces",2016,"Psychological Science","27","11",,"1486","1497",,1,10.1177/0956797616663878,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994236194&doi=10.1177%2f0956797616663878&partnerID=40&md5=3f6e846df1fc4475deeb0cf25abf71eb",Article,,Scopus,2-s2.0-84994236194
"Satpute, A.B., Nook, E.C., Narayanan, S., Shu, J., Weber, J., Ochsner, K.N.","Emotions in “Black and White” or Shades of Gray? How We Think About Emotion Shapes Our Perception and Neural Representation of Emotion",2016,"Psychological Science","27","11",,"1428","1442",,3,10.1177/0956797616661555,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994202006&doi=10.1177%2f0956797616661555&partnerID=40&md5=74cf4310b08ca9f631bc01ff3de1edb4",Article,,Scopus,2-s2.0-84994202006
"Starmans, C., Bloom, P.","When the Spirit Is Willing, but the Flesh Is Weak: Developmental Differences in Judgments About Inner Moral Conflict",2016,"Psychological Science","27","11",,"1498","1506",,5,10.1177/0956797616665813,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994219797&doi=10.1177%2f0956797616665813&partnerID=40&md5=36ce24bb22c28da30bc8e30f82f25b4f",Article,,Scopus,2-s2.0-84994219797
"Warlaumont, A.S., Richards, J.A., Gilkerson, J., Messinger, D.S., Oller, D.K.","The Social Feedback Hypothesis and Communicative Development in Autism Spectrum Disorder: A Response to Akhtar, Jaswal, Dinishak, and Stephan (2016)",2016,"Psychological Science","27","11",,"1531","1533",,,10.1177/0956797616668558,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994201945&doi=10.1177%2f0956797616668558&partnerID=40&md5=b2c7631942a602099f3f4aa53430b5ed",Article,,Scopus,2-s2.0-84994201945
"Picci, G., Scherf, K.S.","From Caregivers to Peers: Puberty Shapes Human Face Perception",2016,"Psychological Science","27","11",,"1461","1473",,6,10.1177/0956797616663142,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994291891&doi=10.1177%2f0956797616663142&partnerID=40&md5=f337f7dec82d0f12768d06a4def222c4",Article,,Scopus,2-s2.0-84994291891
"Akhtar, N., Jaswal, V.K., Dinishak, J., Stephan, C.","On Social Feedback Loops and Cascading Effects in Autism: A Commentary on Warlaumont, Richards, Gilkerson, and Oller (2014)",2016,"Psychological Science","27","11",,"1528","1530",,1,10.1177/0956797616647520,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994316510&doi=10.1177%2f0956797616647520&partnerID=40&md5=3fc17eb51ce8435e002548e57e5fe6bb",Article,,Scopus,2-s2.0-84994316510
"Dietze, P., Knowles, E.D.","Social Class and the Motivational Relevance of Other Human Beings: Evidence From Visual Attention",2016,"Psychological Science","27","11",,"1517","1527",,9,10.1177/0956797616667721,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994262647&doi=10.1177%2f0956797616667721&partnerID=40&md5=a5f0c9ebd1b7442648bfbd0bb01d8eda",Article,,Scopus,2-s2.0-84994262647
"Furl, N.","Facial-Attractiveness Choices Are Predicted by Divisive Normalization",2016,"Psychological Science","27","10",,"1379","1387",,5,10.1177/0956797616661523,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990225888&doi=10.1177%2f0956797616661523&partnerID=40&md5=f99c44578cd7d8467ec506aebe971357",Article,,Scopus,2-s2.0-84990225888
"Eom, K., Kim, H.S., Sherman, D.K., Ishii, K.","Cultural Variability in the Link Between Environmental Concern and Support for Environmental Action",2016,"Psychological Science","27","10",,"1331","1339",,8,10.1177/0956797616660078,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990231678&doi=10.1177%2f0956797616660078&partnerID=40&md5=196f7d96ea1330b0c3b6a77f7d022881",Article,,Scopus,2-s2.0-84990231678
"Constable, M.D., Bayliss, A.P., Tipper, S.P., Spaniol, A.P., Pratt, J., Welsh, T.N.","Ownership Status Influences the Degree of Joint Facilitatory Behavior",2016,"Psychological Science","27","10",,"1371","1378",,1,10.1177/0956797616661544,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990177966&doi=10.1177%2f0956797616661544&partnerID=40&md5=83fca28f7a5c8c44ec163195d3842eaf",Article,,Scopus,2-s2.0-84990177966
"Schmidt, M.F.H., Butler, L.P., Heinz, J., Tomasello, M.","Young Children See a Single Action and Infer a Social Norm: Promiscuous Normativity in 3-Year-Olds",2016,"Psychological Science","27","10",,"1360","1370",,16,10.1177/0956797616661182,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990199095&doi=10.1177%2f0956797616661182&partnerID=40&md5=83040422c1db7f8d879e1ee54eb6bd60",Article,,Scopus,2-s2.0-84990199095
"Lau, T., Morewedge, C.K., Cikara, M.","Overcorrection for Social-Categorization Information Moderates Impact Bias in Affective Forecasting",2016,"Psychological Science","27","10",,"1340","1351",,1,10.1177/0956797616660292,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990185441&doi=10.1177%2f0956797616660292&partnerID=40&md5=e5db40a305268c8e3b3af7b2cce1e02d",Article,,Scopus,2-s2.0-84990185441
"Mazza, S., Gerbier, E., Gustin, M.-P., Kasikci, Z., Koenig, O., Toppino, T.C., Magnin, M.","Relearn Faster and Retain Longer: Along With Practice, Sleep Makes Perfect",2016,"Psychological Science","27","10",,"1321","1330",,3,10.1177/0956797616659930,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990230860&doi=10.1177%2f0956797616659930&partnerID=40&md5=e1ab62af0fad3260e67e2c8933926c03",Article,,Scopus,2-s2.0-84990230860
"Shaw, A., Choshen-Hillel, S., Caruso, E.M.","The Development of Inequity Aversion: Understanding When (and Why) People Give Others the Bigger Piece of the Pie",2016,"Psychological Science","27","10",,"1352","1359",,8,10.1177/0956797616660548,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990230121&doi=10.1177%2f0956797616660548&partnerID=40&md5=eee84c770b6e58dc863d062bafaec085",Article,,Scopus,2-s2.0-84990230121
"Leitner, J.B., Hehman, E., Ayduk, O., Mendoza-Denton, R.","Blacks’ Death Rate Due to Circulatory Diseases Is Positively Related to Whites’ Explicit Racial Bias: A Nationwide Investigation Using Project Implicit",2016,"Psychological Science","27","10",,"1299","1311",,9,10.1177/0956797616658450,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990177491&doi=10.1177%2f0956797616658450&partnerID=40&md5=8880e92b295d8ea219534b0b8f5b6356",Article,,Scopus,2-s2.0-84990177491
"Simonsohn, U.","Each Reader Decides if a Replication Counts: Reply to Schwarz and Clore (2016)",2016,"Psychological Science","27","10",,"1410","1412",,1,10.1177/0956797616665220,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990174133&doi=10.1177%2f0956797616665220&partnerID=40&md5=0c99d6440a4c204a61d2b600bab46cf6",Note,,Scopus,2-s2.0-84990174133
"Lauer, J.E., Lourenco, S.F.","Spatial Processing in Infancy Predicts Both Spatial and Mathematical Aptitude in Childhood",2016,"Psychological Science","27","10",,"1291","1298",,9,10.1177/0956797616655977,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990176806&doi=10.1177%2f0956797616655977&partnerID=40&md5=8fd301cf438b3798ecfa047f47043292",Article,,Scopus,2-s2.0-84990176806
"Chow, J., Aimola Davies, A.M., Fuentes, L.J., Plunkett, K.","Backward Semantic Inhibition in Toddlers",2016,"Psychological Science","27","10",,"1312","1320",,,10.1177/0956797616659766,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990211198&doi=10.1177%2f0956797616659766&partnerID=40&md5=86d96a2683e0be79a924349f141d92e7",Article,,Scopus,2-s2.0-84990211198
"Schwarz, N., Clore, G.L.","Evaluating Psychological Research Requires More Than Attention to the N: A Comment on Simonsohn’s (2015) “Small Telescopes”",2016,"Psychological Science","27","10",,"1407","1409",,3,10.1177/0956797616653102,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990224606&doi=10.1177%2f0956797616653102&partnerID=40&md5=782799423fe2e1e96628f96d7862f296",Note,,Scopus,2-s2.0-84990224606
"Chen, S.Y., Urminsky, O., Bartels, D.M.","Beliefs About the Causal Structure of the Self-Concept Determine Which Changes Disrupt Personal Identity",2016,"Psychological Science","27","10",,"1398","1406",,4,10.1177/0956797616656800,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990215195&doi=10.1177%2f0956797616656800&partnerID=40&md5=8233c1172917c8b905531515410325e0",Article,,Scopus,2-s2.0-84990215195
"Barasch, A., Berman, J.Z., Small, D.A.","When Payment Undermines the Pitch: On the Persuasiveness of Pure Motives in Fund-Raising",2016,"Psychological Science","27","10",,"1388","1397",,3,10.1177/0956797616638841,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990236018&doi=10.1177%2f0956797616638841&partnerID=40&md5=1d2e97daa67be5dcdb914aeb2ecfaf25",Article,,Scopus,2-s2.0-84990236018
"Rand, D.G.","Cooperation, Fast and Slow: Meta-Analytic Evidence for a Theory of Social Heuristics and Self-Interested Deliberation",2016,"Psychological Science","27","9",,"1192","1206",,39,10.1177/0956797616654455,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986269678&doi=10.1177%2f0956797616654455&partnerID=40&md5=01ef93e70ec4fdf1ce3e473697b96cc1",Article,,Scopus,2-s2.0-84986269678
"Wimmer, H., Ludersdorfer, P., Richlan, F., Kronbichler, M.","Visual Experience Shapes Orthographic Representations in the Visual Word Form Area",2016,"Psychological Science","27","9",,"1240","1248",,2,10.1177/0956797616657319,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986275817&doi=10.1177%2f0956797616657319&partnerID=40&md5=fc41bdfca12bab6dfafbd2377e028011",Article,,Scopus,2-s2.0-84986275817
"Vadillo, M.A., Gold, N., Osman, M.","The Bitter Truth About Sugar and Willpower: The Limited Evidential Value of the Glucose Model of Ego Depletion",2016,"Psychological Science","27","9",,"1207","1214",,19,10.1177/0956797616654911,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986252904&doi=10.1177%2f0956797616654911&partnerID=40&md5=e109584d0555812ad0a220528b3c7770",Article,,Scopus,2-s2.0-84986252904
"Ramenzoni, V.C., Liszkowski, U.","The Social Reach: 8-Month-Olds Reach for Unobtainable Objects in the Presence of Another Person",2016,"Psychological Science","27","9",,"1278","1285",,2,10.1177/0956797616659938,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986271114&doi=10.1177%2f0956797616659938&partnerID=40&md5=071de727c1c23d06e388f20be66b1eb8",Article,,Scopus,2-s2.0-84986271114
"Anderson, J.R., Pyke, A.A., Fincham, J.M.","Hidden Stages of Cognition Revealed in Patterns of Brain Activation",2016,"Psychological Science","27","9",,"1215","1226",,3,10.1177/0956797616654912,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986264890&doi=10.1177%2f0956797616654912&partnerID=40&md5=df42e4af3846561386886c9101ad4544",Article,,Scopus,2-s2.0-84986264890
"Rosati, A.G., Santos, L.R.","Spontaneous Metacognition in Rhesus Monkeys",2016,"Psychological Science","27","9",,"1181","1191",,6,10.1177/0956797616653737,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986267176&doi=10.1177%2f0956797616653737&partnerID=40&md5=840a89c07371689fbf0f20f5ce5d9c8a",Article,,Scopus,2-s2.0-84986267176
"Colloff, M.F., Wade, K.A., Strange, D.","Unfair Lineups Make Witnesses More Likely to Confuse Innocent and Guilty Suspects",2016,"Psychological Science","27","9",,"1227","1239",,6,10.1177/0956797616655789,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986292304&doi=10.1177%2f0956797616655789&partnerID=40&md5=55150e331565028dbca906d0df540443",Article,,Scopus,2-s2.0-84986292304
"Zilioli, S., Slatcher, R.B., Chi, P., Li, X., Zhao, J., Zhao, G.","Childhood Adversity, Self-Esteem, and Diurnal Cortisol Profiles Across the Life Span",2016,"Psychological Science","27","9",,"1249","1265",,2,10.1177/0956797616658287,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986333502&doi=10.1177%2f0956797616658287&partnerID=40&md5=0612382b16a516b88afcc89deedbb18b",Article,,Scopus,2-s2.0-84986333502
"Kaunitz, L.N., Rowe, E.G., Tsuchiya, N.","Large Capacity of Conscious Access for Incidental Memories in Natural Scenes",2016,"Psychological Science","27","9",,"1266","1277",,,10.1177/0956797616658869,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986327426&doi=10.1177%2f0956797616658869&partnerID=40&md5=e2490f39515d91819e5291fa39f31b2f",Article,,Scopus,2-s2.0-84986327426
"Callaghan, B.L., Cowan, C.S.M., Richardson, R.","Treating Generational Stress: Effect of Paternal Stress on Development of Memory and Extinction in Offspring Is Reversed by Probiotic Treatment",2016,"Psychological Science","27","9",,"1171","1180",,9,10.1177/0956797616653103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986275957&doi=10.1177%2f0956797616653103&partnerID=40&md5=f7ade1accdbe7a31f2df006396130bd0",Article,,Scopus,2-s2.0-84986275957
"Li, L., Chen, R., Chen, J.","Playing Action Video Games Improves Visuomotor Control",2016,"Psychological Science","27","8",,"1092","1108",,6,10.1177/0956797616650300,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981294516&doi=10.1177%2f0956797616650300&partnerID=40&md5=d81d11c10d76103ce41a5174ebc0db5b",Article,,Scopus,2-s2.0-84981294516
"Goodbourn, P.T., Martini, P., Barnett-Cowan, M., Harris, I.M., Livesey, E.J., Holcombe, A.O.","Reconsidering Temporal Selection in the Attentional Blink",2016,"Psychological Science","27","8",,"1146","1156",,5,10.1177/0956797616654131,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981248740&doi=10.1177%2f0956797616654131&partnerID=40&md5=f36b2d8f7fff6c5701cab2b78c562eb5",Article,,Scopus,2-s2.0-84981248740
"Bourassa, K.J., Hasselmo, K., Sbarra, D.A.","Heart Rate Variability Moderates the Association Between Separation-Related Psychological Distress and Blood Pressure Reactivity Over Time",2016,"Psychological Science","27","8",,"1123","1135",,3,10.1177/0956797616651972,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981284322&doi=10.1177%2f0956797616651972&partnerID=40&md5=b673aec9297545e91086a7b5a5401b92",Article,,Scopus,2-s2.0-84981284322
"Sharif, M.A., Oppenheimer, D.M.","The Effect of Relative Encoding on Memory-Based Judgments",2016,"Psychological Science","27","8",,"1136","1145",,1,10.1177/0956797616651973,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981275477&doi=10.1177%2f0956797616651973&partnerID=40&md5=d1e675599a89313bea73f566083eac8b",Article,,Scopus,2-s2.0-84981275477
"Yeager, D.S., Lee, H.Y., Jamieson, J.P.","How to Improve Adolescent Stress Responses: Insights From Integrating Implicit Theories of Personality and Biopsychosocial Models",2016,"Psychological Science","27","8",,"1078","1091",,12,10.1177/0956797616649604,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981263681&doi=10.1177%2f0956797616649604&partnerID=40&md5=d9a3a3f6f25e556dd2ebe6272c87aac7",Article,,Scopus,2-s2.0-84981263681
"Bakker, M., Hartgerink, C.H.J., Wicherts, J.M., van der Maas, H.L.J.","Researchers’ Intuitions About Power in Psychological Research",2016,"Psychological Science","27","8",,"1069","1077",,15,10.1177/0956797616647519,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981294421&doi=10.1177%2f0956797616647519&partnerID=40&md5=debf71f4a08044e65ef27f01a468ec1b",Article,,Scopus,2-s2.0-84981294421
"Hornstein, E.A., Fanselow, M.S., Eisenberger, N.I.","A Safe Haven: Investigating Social-Support Figures as Prepared Safety Stimuli",2016,"Psychological Science","27","8",,"1051","1060",,5,10.1177/0956797616646580,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981249466&doi=10.1177%2f0956797616646580&partnerID=40&md5=91975b8e3d1ec98d4b81c0048fe51505",Article,,Scopus,2-s2.0-84981249466
