Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Perea, M., Nakayama, M., Lupker, S.J.","Alternating-script priming in japanese: Are katakana and hiragana characters interchangeable?",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","7",,"1140","1146",,,10.1037/xlm0000365,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010008955&doi=10.1037%2fxlm0000365&partnerID=40&md5=184d6de0870d29a6ca2c7d8becbb429c",Article,,Scopus,2-s2.0-85010008955
"Huang, Z., Hu, Q., Shao, Y.","Angles no longer weigh in: The effect of geometric cue directness on reorientation",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","7",,"1147","1153",,,10.1037/xlm0000361,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010005151&doi=10.1037%2fxlm0000361&partnerID=40&md5=2d5416a24054eda056463d69c8b986da",Article,,Scopus,2-s2.0-85010005151
"Pierce, B.H., Gallo, D.A., McCain, J.L.","Reduced interference from memory testing: A postretrieval monitoring account",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","7",,"1063","1072",,,10.1037/xlm0000377,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010021655&doi=10.1037%2fxlm0000377&partnerID=40&md5=57d56416016c372cac434c02ad5cdfbe",Article,,Scopus,2-s2.0-85010021655
"Yang, C., Potts, R., Shanks, D.R.","Metacognitive unawareness of the errorful generation benefit and its effects on self-regulated learning",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","7",,"1073","1092",,4,10.1037/xlm0000363,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010021982&doi=10.1037%2fxlm0000363&partnerID=40&md5=cfc4f4564682017f82e6fc7320c66991",Article,,Scopus,2-s2.0-85010021982
"Racsmány, M., Szollosi, Á., Bencze, D.","Retrieval Practice Makes Procedure From Remembering: An Automatization Account of the Testing Effect",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,2,10.1037/xlm0000423,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021727539&doi=10.1037%2fxlm0000423&partnerID=40&md5=e5ec3b39fada5b1f23ab5bdfa50eaad8",Article in Press,,Scopus,2-s2.0-85021727539
"Wyble, B., Chen, H.","Memory consolidation of attended information is optional: Comment on Jiang et al. (2016)",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"997","1000",,1,10.1037/xlm0000333,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020073252&doi=10.1037%2fxlm0000333&partnerID=40&md5=847535902321119082fda8314847c615",Note,,Scopus,2-s2.0-85020073252
"Middlebrooks, C.D., Murayama, K., Castel, A.D.","Test expectancy and memory for important information",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"972","985",,2,10.1037/xlm0000360,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009785549&doi=10.1037%2fxlm0000360&partnerID=40&md5=27272464769095260207084093574bd8",Article,,Scopus,2-s2.0-85009785549
"Argyriou, P., Mohr, C., Kita, S.","Hand matters: Left-hand gestures enhance metaphor explanation",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"874","886",,,10.1037/xlm0000337,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009807591&doi=10.1037%2fxlm0000337&partnerID=40&md5=d5ccfc11b84f97d0e08b442784e41b25",Article,Open Access,Scopus,2-s2.0-85009807591
"Reinitz, M.T., Loftus, G.R.","Conjunction faces alter confidence-accuracy relations for old faces",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"837","850",,,10.1037/xlm0000342,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991072809&doi=10.1037%2fxlm0000342&partnerID=40&md5=c5cc2515ee1d0ff7a963e676a95224bb",Article,,Scopus,2-s2.0-84991072809
"Longman, C.S., Lavric, A., Monsell, S.","Self-paced preparation for a task switch eliminates attentional inertia but not the performance switch cost",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"862","873",,,10.1037/xlm0000347,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004025024&doi=10.1037%2fxlm0000347&partnerID=40&md5=396dc412f2ebe7406da46ba3b4ec99fb",Article,,Scopus,2-s2.0-85004025024
"Holmes, C.A., Marchette, S.A., Newcombe, N.S.","Multiple views of space: Continuous visual flow enhances small-scale spatial learning",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"851","861",,,10.1037/xlm0000346,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011324167&doi=10.1037%2fxlm0000346&partnerID=40&md5=804055755e40a23effb6836db816b11b",Article,,Scopus,2-s2.0-85011324167
"Meiser, T., Rummel, J., Fleig, H.","Pseudocontingencies and Choice Behavior in Probabilistic Environments With Context-Dependent Outcomes",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000432,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021775166&doi=10.1037%2fxlm0000432&partnerID=40&md5=741015da9e2456d3d33f466af18c632e",Article in Press,,Scopus,2-s2.0-85021775166
"Swallow, K.M., Jiang, Y.V., Tan, D.H.","How memory is tested influences what is measured: Reply to Wyble and Chen (2017)",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"1001","1003",,,10.1037/xlm0000362,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020122400&doi=10.1037%2fxlm0000362&partnerID=40&md5=fa9653560fd4485d0540a4954f61e82d",Note,,Scopus,2-s2.0-85020122400
"Kelly, L.J., Heit, E.","Recognition memory for hue: Prototypical bias and the role of labeling",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"955","971",,2,10.1037/xlm0000357,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009759094&doi=10.1037%2fxlm0000357&partnerID=40&md5=c5b267cfd381b5bd4fcad6ac109eb452",Article,,Scopus,2-s2.0-85009759094
"Levine, D., Hirsh-Pasek, K., Pace, A., Golinkoff, R.M.","A goal bias in action: The boundaries adults perceive in events align with sites of actor intent",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"916","927",,,10.1037/xlm0000364,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009830505&doi=10.1037%2fxlm0000364&partnerID=40&md5=cc8560c3ac7fd1cd745536c999f4fc87",Article,,Scopus,2-s2.0-85009830505
"Canal, P., Pesciarelli, F., Vespignani, F., Molinaro, N., Cacciari, C.","Basic composition and enriched integration in idiom processing: An EEG study",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"928","943",,1,10.1037/xlm0000351,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008489705&doi=10.1037%2fxlm0000351&partnerID=40&md5=6abb5d684c29e51b0a49778b2312f36c",Article,,Scopus,2-s2.0-85008489705
"Gómez-Ariza, C.J., del Prete, F., del Val, L.P., Valle, T., Bajo, M.T., Fernandez, A.","Memory inhibition as a critical factor preventing creative problem solving",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"986","996",,,10.1037/xlm0000348,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004109081&doi=10.1037%2fxlm0000348&partnerID=40&md5=df86aac1c37d904d1e7f67fe9d4af461",Article,,Scopus,2-s2.0-85004109081
"Dirix, N., Cop, U., Drieghe, D., Duyck, W.","Cross-lingual neighborhood effects in generalized lexical decision and natural reading",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"887","915",,2,10.1037/xlm0000352,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009781680&doi=10.1037%2fxlm0000352&partnerID=40&md5=64bd931b5bb75bd047198ffdd6d10a1e",Article,,Scopus,2-s2.0-85009781680
"Cardwell, B.A., Newman, E.J., Garry, M., Mantonakis, A., Beckett, R.","Photos that increase feelings of learning promote positive evaluations",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","6",,"944","954",,,10.1037/xlm0000358,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009726338&doi=10.1037%2fxlm0000358&partnerID=40&md5=3366381ebab4df7845fa13db4c413476",Article,,Scopus,2-s2.0-85009726338
"Frank, D.J., Kuhlmann, B.G.","More than just beliefs: Experience and beliefs jointly contribute to volume effects on metacognitive judgments",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"680","693",,2,10.1037/xlm0000332,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990862179&doi=10.1037%2fxlm0000332&partnerID=40&md5=8b0ed61dd1370e06b7c79ac2cb4d624c",Article,,Scopus,2-s2.0-84990862179
"Diede, N.T., Bugg, J.M.","Cognitive effort is modulated outside of the explicit awareness of conflict frequency: Evidence from pupillometry",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"824","835",,1,10.1037/xlm0000349,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008455114&doi=10.1037%2fxlm0000349&partnerID=40&md5=7ef3da13ace512d6b1a89485aa97a5da",Article,,Scopus,2-s2.0-85008455114
"Ohl, S., Rolfs, M.","Saccadic eye movements impose a natural bottleneck on visual short-term memory",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"736","748",,2,10.1037/xlm0000338,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007197291&doi=10.1037%2fxlm0000338&partnerID=40&md5=a10677929b51c9b34d33a5aec430da1c",Article,,Scopus,2-s2.0-85007197291
"Bainbridge, W.A.","The memorability of people: Intrinsic memorability across transformations of a person's face",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"706","716",,,10.1037/xlm0000339,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004125507&doi=10.1037%2fxlm0000339&partnerID=40&md5=e7e9cd71c99da482ca406b033b57f95e",Article,,Scopus,2-s2.0-85004125507
"White, D., Besner, D.","Reading aloud: On the determinants of the joint effects of stimulus quality and word frequency",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"749","756",,,10.1037/xlm0000344,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004093106&doi=10.1037%2fxlm0000344&partnerID=40&md5=a071ae783c46ab7d81f497bea6549157",Article,,Scopus,2-s2.0-85004093106
"Huber-Huber, C., Ansorge, U.","The Role of RT Carry-Over for Congruence Sequence Effects in Masked Priming",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"757","780",,2,10.1037/xlm0000331,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999837747&doi=10.1037%2fxlm0000331&partnerID=40&md5=f4e3c0836a66e6899ffad3c5e79e663b",Article,,Scopus,2-s2.0-84999837747
"Ryskin, R.A., Qi, Z., Duff, M.C., Brown-Schmidt, S.","Verb biases are shaped through lifelong learning",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"781","794",,2,10.1037/xlm0000341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007193514&doi=10.1037%2fxlm0000341&partnerID=40&md5=d6f569ac1dd84a14c2c016a7cc2a3d18",Article,,Scopus,2-s2.0-85007193514
"Rummel, J., Wesslein, A.-K., Meiser, T.","The role of action coordination for prospective memory: Task-interruption demands affect intention realization",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"717","735",,1,10.1037/xlm0000334,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991086164&doi=10.1037%2fxlm0000334&partnerID=40&md5=13aa3494a1757f62627d83f734d4a794",Article,,Scopus,2-s2.0-84991086164
"Lago, S., Sloggett, S., Schlueter, Z., Chow, W.Y., Williams, A., Lau, E., Phillips, C.","Coreference and antecedent representation across languages",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"795","817",,,10.1037/xlm0000343,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008426345&doi=10.1037%2fxlm0000343&partnerID=40&md5=7c2c062bfe78a3c84d87f2e7dfa55a7c",Article,,Scopus,2-s2.0-85008426345
"Scaltritti, M., Peressotti, F., Navarrete, E.","A joint investigation of semantic facilitation and semantic interference in continuous naming",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"818","823",,,10.1037/xlm0000354,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003794616&doi=10.1037%2fxlm0000354&partnerID=40&md5=69fc24c597f1c56f14245600e03dec33",Article,,Scopus,2-s2.0-85003794616
"Abadie, M., Waroquier, L., Terrier, P.","The Role of Gist and Verbatim Memory in Complex Decision Making: Explaining the Unconscious-Thought Effect",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"694","705",,1,10.1037/xlm0000336,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007240048&doi=10.1037%2fxlm0000336&partnerID=40&md5=dbd318df82c4b12e610a9894e07ade8e",Article,,Scopus,2-s2.0-85007240048
"Cao, R., Nosofsky, R.M., Shiffrin, R.M.","The development of automaticity in short-term memory search: Item-response learning and category learning",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","5",,"669","679",,,10.1037/xlm0000355,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004007039&doi=10.1037%2fxlm0000355&partnerID=40&md5=af48cf37bca2f09a83db4c871b899062",Article,,Scopus,2-s2.0-85004007039
"Cobos, P.L., Gutiérrez-Cobo, M.J., Morís, J., Luque, D.","Dependent measure and time constraints modulate the competition between conflicting feature-based and rule-based generalization processes",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"515","527",,5,10.1037/xlm0000335,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995529409&doi=10.1037%2fxlm0000335&partnerID=40&md5=447b5e9e4ce449b06911252478126f2c",Article,,Scopus,2-s2.0-84995529409
"Ito, A., Martin, A.E., Nieuwland, M.S.","On predicting form and meaning in a second language",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"635","652",,5,10.1037/xlm0000315,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988663768&doi=10.1037%2fxlm0000315&partnerID=40&md5=f5a68e29bd8636305c33386cbcf7c9f8",Article,,Scopus,2-s2.0-84988663768
"Steinhauser, M., Ernst, B., Ibald, K.W.","Isolating component processes of posterror slowing with the psychological refractory period paradigm",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"653","659",,4,10.1037/xlm0000329,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990866015&doi=10.1037%2fxlm0000329&partnerID=40&md5=6ed7ed87c5e03032ddbf71c4070037a8",Article,,Scopus,2-s2.0-84990866015
"Justi, F.R.R., Jaeger, A.","Orthographic neighborhood effects in recognition and recall tasks in a transparent orthography",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"565","578",,,10.1037/xlm0000327,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007155117&doi=10.1037%2fxlm0000327&partnerID=40&md5=64cff02e6e6e4e0ea3a56a3799319b41",Article,,Scopus,2-s2.0-85007155117
[No author name available],"Correction to: ""Strategic Control Over Extent and Timing of Distractor-Based Response Activation,"" [Journal of Experimental Psychology: Learning, Memory, and Cognition, 43, 2, (2017) (326-333)] DOI: 10.1037/xlm0000326",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"564","",,,10.1037/xlm0000413,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017140986&doi=10.1037%2fxlm0000413&partnerID=40&md5=887e980992eb515d4a413eaf466fe05c",Erratum,,Scopus,2-s2.0-85017140986
"Cane, J.E., Ferguson, H.J., Apperly, I.A.","Using perspective to resolve reference: The impact of cognitive load and motivation",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"591","610",,3,10.1037/xlm0000345,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008473016&doi=10.1037%2fxlm0000345&partnerID=40&md5=14f198dbe3cf5b140234bcae8e4be1ac",Article,,Scopus,2-s2.0-85008473016
"Kalish, M.L., Newell, B.R., Dunn, J.C.","More is generally better: Higher working memory capacity does not impair perceptual category learning",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"503","514",,,10.1037/xlm0000323,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007211735&doi=10.1037%2fxlm0000323&partnerID=40&md5=bb568be9eb34e4562c9821e219beac21",Article,,Scopus,2-s2.0-85007211735
"Vachon, F., Labonté, K., Marsh, J.E.","Attentional capture by deviant sounds: A noncontingent form of auditory distraction?",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"622","634",,2,10.1037/xlm0000330,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007197336&doi=10.1037%2fxlm0000330&partnerID=40&md5=d7af8f855db75c23789a4f2c87e6449c",Article,,Scopus,2-s2.0-85007197336
"Pertzov, Y., Manohar, S., Husain, M.","Rapid forgetting results from competition over time between items in visual working memory",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"528","536",,4,10.1037/xlm0000328,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988643396&doi=10.1037%2fxlm0000328&partnerID=40&md5=3f5b8b7c32d73810275701c0e5cab48c",Article,Open Access,Scopus,2-s2.0-84988643396
"Suchow, J.W., Fougnie, D., Alvarez, G.A.","Looking inward and back: Real-time monitoring of visual working memories",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"660","668",,1,10.1037/xlm0000320,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007223329&doi=10.1037%2fxlm0000320&partnerID=40&md5=201c9a6cfbeb47c28bfb06b121e13835",Article,,Scopus,2-s2.0-85007223329
"Kraemer, D.J.M., Schinazi, V.R., Cawkwell, P.B., Tekriwal, A., Epstein, R.A., Thompson-Schill, S.L.","Verbalizing, visualizing, and navigating: The effect of strategies on encoding a large-scale virtual environment",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"611","621",,4,10.1037/xlm0000314,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988615380&doi=10.1037%2fxlm0000314&partnerID=40&md5=1e3b28e1524a6b322320b8a813f7946b",Article,,Scopus,2-s2.0-84988615380
"Zawadzka, K., Higham, P.A., Hanczakowski, M.","Confidence in forced-choice recognition: What underlies the ratings?",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"552","564",,2,10.1037/xlm0000321,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002649292&doi=10.1037%2fxlm0000321&partnerID=40&md5=1cb6c32f01e7f1eea679c82c8dbede8f",Article,,Scopus,2-s2.0-85002649292
"Hughes, R.W., Marsh, J.E.","The functional determinants of short-term memory: Evidence from perceptual-motor interference in verbal serial recall",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"537","551",,,10.1037/xlm0000325,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988650771&doi=10.1037%2fxlm0000325&partnerID=40&md5=ea5b407f85d1754890b2b9cbbd5113e1",Article,,Scopus,2-s2.0-84988650771
"Ostarek, M., Vigliocco, G.","Reading sky and seeing a cloud: On the relevance of events for perceptual simulation",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","4",,"579","590",,,10.1037/xlm0000318,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007179621&doi=10.1037%2fxlm0000318&partnerID=40&md5=157e49c1dc74c0b3fbceaa6464068157",Article,Open Access,Scopus,2-s2.0-85007179621
"Braem, S., Liefooghe, B., De Houwer, J., Brass, M., Abrahamse, E.L.","There are limits to the effects of task instructions: Making the automatic effects of task instructions context-specific takes practice",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"394","403",,3,10.1037/xlm0000310,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986538325&doi=10.1037%2fxlm0000310&partnerID=40&md5=6e7330dbe027542a1905e6c47ab1cfc9",Article,,Scopus,2-s2.0-84986538325
"Zhang, L., Mou, W.","Piloting systems reset path integration systems during position estimation",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"472","491",,,10.1037/xlm0000324,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988603148&doi=10.1037%2fxlm0000324&partnerID=40&md5=440e6ddbd9790dc1a8e147b29362b748",Article,,Scopus,2-s2.0-84988603148
"Hermena, E.W., Liversedge, S.P., Drieghe, D.","The influence of a word's number of letters, spatial extent, and initial bigram characteristics on eye movement control during reading: Evidence from Arabic",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"451","471",,1,10.1037/xlm0000319,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001033148&doi=10.1037%2fxlm0000319&partnerID=40&md5=609aed8b66b8c0382b61286109056918",Article,,Scopus,2-s2.0-85001033148
"Jared, D., Jouravlev, O., Joanisse, M.F.","The effect of semantic transparency on the processing of morphologically derived words: Evidence from decision latencies and event-related potentials",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"422","450",,1,10.1037/xlm0000316,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007227712&doi=10.1037%2fxlm0000316&partnerID=40&md5=a52e9721eebafc7062f97d8a0a31e4f1",Article,,Scopus,2-s2.0-85007227712
"Knutsen, D., Le Bigot, L.","Conceptual match as a determinant of reference reuse in dialogue",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"350","368",,1,10.1037/xlm0000313,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007248551&doi=10.1037%2fxlm0000313&partnerID=40&md5=865fca41e8c0ef41777237a8303fa9ea",Article,,Scopus,2-s2.0-85007248551
"Lew, A.R., Howe, M.L.","Out of place, out of mind: Schema-driven false memory effects for object-location bindings",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"404","421",,,10.1037/xlm0000317,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007209990&doi=10.1037%2fxlm0000317&partnerID=40&md5=ec681da4d71f60b6fd60fc10b0024d52",Article,,Scopus,2-s2.0-85007209990
"Rich, P.R., Van Loon, M.H., Dunlosky, J., Zaragoza, M.S.","Belief in corrective feedback for common misconceptions: Implications for knowledge revision",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"492","501",,,10.1037/xlm0000322,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007170683&doi=10.1037%2fxlm0000322&partnerID=40&md5=fce673e4a0d5acffade0941b713a072e",Article,,Scopus,2-s2.0-85007170683
"Kinoshita, S., De Wit, B., Norris, D.","The magic of words reconsidered: Investigating the automaticity of reading color-neutral words in the Stroop task",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"369","384",,1,10.1037/xlm0000311,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009961332&doi=10.1037%2fxlm0000311&partnerID=40&md5=c6d421754eaeaf65deb63bc7b4227e37",Article,,Scopus,2-s2.0-85009961332
"Hubbard, J., Kuhns, D., Schäfer, T.A.J., Mayr, U.","Is conflict adaptation due to active regulation or passive carry-over? Evidence from eye movements",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"385","393",,1,10.1037/xlm0000306,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007146111&doi=10.1037%2fxlm0000306&partnerID=40&md5=0a74bc3498eeb4dbdefa9491421bf0c6",Article,,Scopus,2-s2.0-85007146111
"Carpenter, A.C., Schacter, D.L.","Flexible retrieval: When true inferences produce false memories",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","3",,"335","349",,3,10.1037/xlm0000340,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001115532&doi=10.1037%2fxlm0000340&partnerID=40&md5=798d0deba10697760d000be7002e42c5",Article,,Scopus,2-s2.0-85001115532
"Larson, J.S., Billeter, D.M.","Adaptation and fallibility in experts' judgments of novice performers",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"271","288",,,10.1037/xlm0000304,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990841829&doi=10.1037%2fxlm0000304&partnerID=40&md5=4af727496935d9af8a23d628d4e831ac",Article,,Scopus,2-s2.0-84990841829
"Kezilas, Y., McKague, M., Kohnen, S., Badcock, N.A., Castles, A.","Disentangling the developmental trajectories of letter position and letter identity coding using masked priming",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"250","258",,2,10.1037/xlm0000293,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978663236&doi=10.1037%2fxlm0000293&partnerID=40&md5=3636ad9335fbc3d997e774d0a5202067",Article,,Scopus,2-s2.0-84978663236
"Navarrete, E., Peressotti, F., Lerose, L., Miozzo, M.","Activation cascading in sign production",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"302","318",,1,10.1037/xlm0000312,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007199704&doi=10.1037%2fxlm0000312&partnerID=40&md5=b18e623bdbacbba15dd19f0a0b66070f",Article,,Scopus,2-s2.0-85007199704
"Wang, B., Cao, X., Theeuwes, J., Olivers, C.N.L., Wang, Z.","Separate capacities for storing different features in visual working memory",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"226","236",,3,10.1037/xlm0000295,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977601376&doi=10.1037%2fxlm0000295&partnerID=40&md5=703fea0feed60ab7c28e960047432df9",Article,,Scopus,2-s2.0-84977601376
"Dudschig, C., Kaup, B.","Is it all task-specific? The role of binary responses, verbal mediation, and saliency for eliciting language-space associations",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"259","270",,3,10.1037/xlm0000297,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007223386&doi=10.1037%2fxlm0000297&partnerID=40&md5=06f3a77fde62bae698eb1f2a3ad573da",Article,,Scopus,2-s2.0-85007223386
"Castela, M., Erdfelder, E.","The memory state heuristic: A formal model based on repeated recognition judgments",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"205","225",,3,10.1037/xlm0000299,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987608256&doi=10.1037%2fxlm0000299&partnerID=40&md5=3732fc71d33e6cfc6b13afbd4cb4ec55",Article,,Scopus,2-s2.0-84987608256
"Cohn, N., Bender, P.","Drawing the line between constituent structure and coherence relations in visual narratives",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"289","301",,,10.1037/xlm0000290,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990853655&doi=10.1037%2fxlm0000290&partnerID=40&md5=e44ce3a02e3ad4d2282178c484b660d0",Article,,Scopus,2-s2.0-84990853655
"Jost, K., Wendt, M., Luna-Rodriguez, A., Lï¿½w, A., Jacobsen, T.","Strategic control over extent and timing of distractor-based response activation",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"326","333",,1,10.1037/xlm0000326,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991000275&doi=10.1037%2fxlm0000326&partnerID=40&md5=8796268bcdaa27a780d525fd9e934962",Article,,Scopus,2-s2.0-84991000275
"Bhatia, S.","Conflict and bias in heuristic judgment",2017,"Journal of Experimental Psychology: Learning Memory and Cognition","43","2",,"319","325",,1,10.1037/xlm0000307,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007251842&doi=10.1037%2fxlm0000307&partnerID=40&md5=47d8f784d6f3640879ff25ba7808e0c1",Article,,Scopus,2-s2.0-85007251842
